PC: 0x0000000080000000, INSTR: 0x08005637, REG x12: 0x0000000008005000
PC: 0x0000000080000e14, INSTR: 0x5ff9899b, REG x19: 0x00000000400265ff
PC: 0x0000000080000e18, INSTR: 0x00199993, REG x19: 0x000000008004cbfe
PC: 0x0000000080000e1c, INSTR: 0x18a9bc03, REG x24: 0x0000000000000000, MEM 0x000000008004cd88
PC: 0x0000000080000e20, INSTR: 0x6c183c17, REG x24: 0x00000000ec183e20
PC: 0x0000000080000e24, INSTR: 0x08004737, REG x14: 0x0000000008004000
PC: 0x0000000080000e28, INSTR: 0x4fd7071b, REG x14: 0x00000000080044fd
PC: 0x0000000080000e2c, INSTR: 0x00471713, REG x14: 0x0000000080044fd0
PC: 0x0000000080000e30, INSTR: 0x11073d83, REG x27: 0x0000000000000000, MEM 0x00000000800450e0
PC: 0x0000000080000e34, INSTR: 0x200135b7, REG x11: 0x0000000020013000
PC: 0x0000000080000e38, INSTR: 0x00259593, REG x11: 0x000000008004c000
PC: 0x0000000080000e3c, INSTR: 0xe9d58593, REG x11: 0x000000008004be9d
PC: 0x0000000080000e40, INSTR: 0xdc35b283, REG x5: 0x0000000000000000, MEM 0x000000008004bc60
PC: 0x0000000080000e44, INSTR: 0x40025ab7, REG x21: 0x0000000040025000
PC: 0x0000000080000e48, INSTR: 0x001a9a93, REG x21: 0x000000008004a000
PC: 0x0000000080000e4c, INSTR: 0x557a8a93, REG x21: 0x000000008004a557
PC: 0x0000000080000e50, INSTR: 0x331ab183, REG x3: 0x0000000000000000, MEM 0x000000008004a888
PC: 0x0000000080000e54, INSTR: 0x08005437, REG x8: 0x0000000008005000
PC: 0x0000000080000e58, INSTR: 0x00441413, REG x8: 0x0000000080050000
PC: 0x0000000080000e5c, INSTR: 0x9d140413, REG x8: 0x000000008004f9d1
PC: 0x0000000080000e60, INSTR: 0x30f43383, REG x7: 0x0000000000000000, MEM 0x000000008004fce0
PC: 0x0000000080000e64, INSTR: 0x10006b37, REG x22: 0x0000000010006000
PC: 0x0000000080000e68, INSTR: 0x98db0b1b, REG x22: 0x000000001000598d
PC: 0x0000000080000e6c, INSTR: 0x003b1b13, REG x22: 0x000000008002cc68
PC: 0x0000000080000e70, INSTR: 0x54cb6283, REG x5: 0x0000000000000000, MEM 0x000000008002d1b4
PC: 0x0000000080000e74, INSTR: 0x00ad0463
PC: 0x0000000080000e78, INSTR: 0x0040006f
PC: 0x0000000080000e7c, INSTR: 0x080033b7, REG x7: 0x0000000008003000
PC: 0x0000000080000e80, INSTR: 0x00439393, REG x7: 0x0000000080030000
PC: 0x0000000080000e84, INSTR: 0xa0438393, REG x7: 0x000000008002fa04
PC: 0x0000000080000e88, INSTR: 0x65b38023, MEM 0x0000000080030044: 0x0000000000000000
PC: 0x0000000080000e8c, INSTR: 0x401d559b, REG x11: 0xffffffffc00180fd
PC: 0x0000000080000e90, INSTR: 0x100098b7, REG x17: 0x0000000010009000
PC: 0x0000000080000e94, INSTR: 0x6718889b, REG x17: 0x0000000010009671
PC: 0x0000000080000e98, INSTR: 0x00389893, REG x17: 0x000000008004b388
PC: 0x0000000080000e9c, INSTR: 0xc708bd83, REG x27: 0x0000000000000000, MEM 0x000000008004aff8
PC: 0x0000000080000ea0, INSTR: 0x014edb93, REG x23: 0x0000000000000000
PC: 0x0000000080000ea4, INSTR: 0x40021e37, REG x28: 0x0000000040021000
PC: 0x0000000080000ea8, INSTR: 0x001e1e13, REG x28: 0x0000000080042000
PC: 0x0000000080000eac, INSTR: 0xca8e0e13, REG x28: 0x0000000080041ca8
PC: 0x0000000080000eb0, INSTR: 0x040e3583, REG x11: 0x0000000000000000, MEM 0x0000000080041ce8
PC: 0x0000000080000eb4, INSTR: 0x080050b7, REG x1: 0x0000000008005000
PC: 0x0000000080000eb8, INSTR: 0x00409093, REG x1: 0x0000000080050000
PC: 0x0000000080000ebc, INSTR: 0xac608093, REG x1: 0x000000008004fac6
PC: 0x0000000080000ec0, INSTR: 0xfea0be83, REG x29: 0x0000000000000000, MEM 0x000000008004fab0
PC: 0x0000000080000ec4, INSTR: 0x00482833, REG x16: 0x0000000000000000
PC: 0x0000000080000ec8, INSTR: 0x100092b7, REG x5: 0x0000000010009000
PC: 0x0000000080000ecc, INSTR: 0xd552829b, REG x5: 0x0000000010008d55
PC: 0x0000000080000ed0, INSTR: 0x00329293, REG x5: 0x0000000080046aa8
PC: 0x0000000080000ed4, INSTR: 0xe502be83, REG x29: 0x0000000000000000, MEM 0x00000000800468f8
PC: 0x0000000080000ed8, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x0000000080000edc, INSTR: 0x047e8e9b, REG x29: 0x0000000000080047
PC: 0x0000000080000ee0, INSTR: 0x00ce9e93, REG x29: 0x0000000080047000
PC: 0x0000000080000ee4, INSTR: 0xb27e8e93, REG x29: 0x0000000080046b27
PC: 0x0000000080000ee8, INSTR: 0xd41ebd83, REG x27: 0x0000000000000000, MEM 0x0000000080046868
PC: 0x0000000080000eec, INSTR: 0x100058b7, REG x17: 0x0000000010005000
PC: 0x0000000080000ef0, INSTR: 0x9378889b, REG x17: 0x0000000010004937
PC: 0x0000000080000ef4, INSTR: 0x00389893, REG x17: 0x00000000800249b8
PC: 0x0000000080000ef8, INSTR: 0xd708be03, REG x28: 0x0000000000000000, MEM 0x0000000080024728
PC: 0x0000000080000efc, INSTR: 0x2590006f
PC: 0x0000000080001954, INSTR: 0x00400693, REG x13: 0x0000000000000004
PC: 0x0000000080001958, INSTR: 0x00000f93, REG x31: 0x0000000000000000
PC: 0x000000008000195c, INSTR: 0x0040006f
PC: 0x0000000080001960, INSTR: 0x08004bb7, REG x23: 0x0000000008004000
PC: 0x0000000080001964, INSTR: 0x321b8b9b, REG x23: 0x0000000008004321
PC: 0x0000000080001968, INSTR: 0x004b9b93, REG x23: 0x0000000080043210
PC: 0x000000008000196c, INSTR: 0xb20bb483, REG x9: 0x0000000000000000, MEM 0x0000000080042d30
PC: 0x0000000080001970, INSTR: 0x2404fbb7, REG x23: 0x000000002404f000
PC: 0x0000000080001974, INSTR: 0x004729b3, REG x19: 0x0000000000000000
PC: 0x0000000080001978, INSTR: 0x01ce6933, REG x18: 0x0000000000000000
PC: 0x000000008000197c, INSTR: 0x01b2b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080001980, INSTR: 0x4001dcb7, REG x25: 0x000000004001d000
PC: 0x0000000080001984, INSTR: 0x001c9c93, REG x25: 0x000000008003a000
PC: 0x0000000080001988, INSTR: 0x737c8c93, REG x25: 0x000000008003a737
PC: 0x000000008000198c, INSTR: 0xf81cb883, REG x17: 0x0000000000000000, MEM 0x000000008003a6b8
PC: 0x0000000080001990, INSTR: 0x41f10d33, REG x26: 0x000000008004ff00
PC: 0x0000000080001994, INSTR: 0xfff68693, REG x13: 0x0000000000000003
PC: 0x0000000080001998, INSTR: 0xfdf694e3
PC: 0x0000000080001960, INSTR: 0x08004bb7, REG x23: 0x0000000008004000
PC: 0x0000000080001964, INSTR: 0x321b8b9b, REG x23: 0x0000000008004321
PC: 0x0000000080001968, INSTR: 0x004b9b93, REG x23: 0x0000000080043210
PC: 0x000000008000196c, INSTR: 0xb20bb483, REG x9: 0x0000000000000000, MEM 0x0000000080042d30
PC: 0x0000000080001970, INSTR: 0x2404fbb7, REG x23: 0x000000002404f000
PC: 0x0000000080001974, INSTR: 0x004729b3, REG x19: 0x0000000000000000
PC: 0x0000000080001978, INSTR: 0x01ce6933, REG x18: 0x0000000000000000
PC: 0x000000008000197c, INSTR: 0x01b2b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080001980, INSTR: 0x4001dcb7, REG x25: 0x000000004001d000
PC: 0x0000000080001984, INSTR: 0x001c9c93, REG x25: 0x000000008003a000
PC: 0x0000000080001988, INSTR: 0x737c8c93, REG x25: 0x000000008003a737
PC: 0x000000008000198c, INSTR: 0xf81cb883, REG x17: 0x0000000000000000, MEM 0x000000008003a6b8
PC: 0x0000000080001990, INSTR: 0x41f10d33, REG x26: 0x000000008004ff00
PC: 0x0000000080001994, INSTR: 0xfff68693, REG x13: 0x0000000000000002
PC: 0x0000000080001998, INSTR: 0xfdf694e3
PC: 0x0000000080001960, INSTR: 0x08004bb7, REG x23: 0x0000000008004000
PC: 0x0000000080001964, INSTR: 0x321b8b9b, REG x23: 0x0000000008004321
PC: 0x0000000080001968, INSTR: 0x004b9b93, REG x23: 0x0000000080043210
PC: 0x000000008000196c, INSTR: 0xb20bb483, REG x9: 0x0000000000000000, MEM 0x0000000080042d30
PC: 0x0000000080001970, INSTR: 0x2404fbb7, REG x23: 0x000000002404f000
PC: 0x0000000080001974, INSTR: 0x004729b3, REG x19: 0x0000000000000000
PC: 0x0000000080001978, INSTR: 0x01ce6933, REG x18: 0x0000000000000000
PC: 0x000000008000197c, INSTR: 0x01b2b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080001980, INSTR: 0x4001dcb7, REG x25: 0x000000004001d000
PC: 0x0000000080001984, INSTR: 0x001c9c93, REG x25: 0x000000008003a000
PC: 0x0000000080001988, INSTR: 0x737c8c93, REG x25: 0x000000008003a737
PC: 0x000000008000198c, INSTR: 0xf81cb883, REG x17: 0x0000000000000000, MEM 0x000000008003a6b8
PC: 0x0000000080001990, INSTR: 0x41f10d33, REG x26: 0x000000008004ff00
PC: 0x0000000080001994, INSTR: 0xfff68693, REG x13: 0x0000000000000001
PC: 0x0000000080001998, INSTR: 0xfdf694e3
PC: 0x0000000080001960, INSTR: 0x08004bb7, REG x23: 0x0000000008004000
PC: 0x0000000080001964, INSTR: 0x321b8b9b, REG x23: 0x0000000008004321
PC: 0x0000000080001968, INSTR: 0x004b9b93, REG x23: 0x0000000080043210
PC: 0x000000008000196c, INSTR: 0xb20bb483, REG x9: 0x0000000000000000, MEM 0x0000000080042d30
PC: 0x0000000080001970, INSTR: 0x2404fbb7, REG x23: 0x000000002404f000
PC: 0x0000000080001974, INSTR: 0x004729b3, REG x19: 0x0000000000000000
PC: 0x0000000080001978, INSTR: 0x01ce6933, REG x18: 0x0000000000000000
PC: 0x000000008000197c, INSTR: 0x01b2b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080001980, INSTR: 0x4001dcb7, REG x25: 0x000000004001d000
PC: 0x0000000080001984, INSTR: 0x001c9c93, REG x25: 0x000000008003a000
PC: 0x0000000080001988, INSTR: 0x737c8c93, REG x25: 0x000000008003a737
PC: 0x000000008000198c, INSTR: 0xf81cb883, REG x17: 0x0000000000000000, MEM 0x000000008003a6b8
PC: 0x0000000080001990, INSTR: 0x41f10d33, REG x26: 0x000000008004ff00
PC: 0x0000000080001994, INSTR: 0xfff68693, REG x13: 0x0000000000000000
PC: 0x0000000080001998, INSTR: 0xfdf694e3
PC: 0x000000008000199c, INSTR: 0x0040006f
PC: 0x00000000800019a0, INSTR: 0x400156b7, REG x13: 0x0000000040015000
PC: 0x00000000800019a4, INSTR: 0x00169693, REG x13: 0x000000008002a000
PC: 0x00000000800019a8, INSTR: 0xe5268693, REG x13: 0x0000000080029e52
PC: 0x00000000800019ac, INSTR: 0x98e6b503, REG x10: 0x0000000000000000, MEM 0x00000000800297e0
PC: 0x00000000800019b0, INSTR: 0x100078b7, REG x17: 0x0000000010007000
PC: 0x00000000800019b4, INSTR: 0x2a78889b, REG x17: 0x00000000100072a7
PC: 0x00000000800019b8, INSTR: 0x00389893, REG x17: 0x0000000080039538
PC: 0x00000000800019bc, INSTR: 0x867882a3, MEM 0x0000000080038d9d: 0x0000000000000004
PC: 0x00000000800019c0, INSTR: 0x40018537, REG x10: 0x0000000040018000
PC: 0x00000000800019c4, INSTR: 0x43d5051b, REG x10: 0x000000004001843d
PC: 0x00000000800019c8, INSTR: 0x00151513, REG x10: 0x000000008003087a
PC: 0x00000000800019cc, INSTR: 0xc4653283, REG x5: 0x0000000000000000, MEM 0x00000000800304c0
PC: 0x00000000800019d0, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x00000000800019d4, INSTR: 0x04b6869b, REG x13: 0x000000000008004b
PC: 0x00000000800019d8, INSTR: 0x00c69693, REG x13: 0x000000008004b000
PC: 0x00000000800019dc, INSTR: 0xd0768693, REG x13: 0x000000008004ad07
PC: 0x00000000800019e0, INSTR: 0x5716b283, REG x5: 0x0000000000000000, MEM 0x000000008004b278
PC: 0x00000000800019e4, INSTR: 0x08003637, REG x12: 0x0000000008003000
PC: 0x00000000800019e8, INSTR: 0x00461613, REG x12: 0x0000000080030000
PC: 0x00000000800019ec, INSTR: 0xab160613, REG x12: 0x000000008002fab1
PC: 0x00000000800019f0, INSTR: 0x27763983, REG x19: 0x0000000000000000, MEM 0x000000008002fd28
PC: 0x00000000800019f4, INSTR: 0x006fdd1b, REG x26: 0x0000000000000000
PC: 0x00000000800019f8, INSTR: 0x200112b7, REG x5: 0x0000000020011000
PC: 0x00000000800019fc, INSTR: 0x3572829b, REG x5: 0x0000000020011357
PC: 0x0000000080001a00, INSTR: 0x00229293, REG x5: 0x0000000080044d5c
PC: 0x0000000080001a04, INSTR: 0xf702e503, REG x10: 0x0000000000000000, MEM 0x0000000080044ccc
PC: 0x0000000080001a08, INSTR: 0x00a1debb, REG x29: 0x0000000000000000
PC: 0x0000000080001a0c, INSTR: 0x20011837, REG x16: 0x0000000020011000
PC: 0x0000000080001a10, INSTR: 0x00281813, REG x16: 0x0000000080044000
PC: 0x0000000080001a14, INSTR: 0x68880813, REG x16: 0x0000000080044688
PC: 0x0000000080001a18, INSTR: 0xb2e84503, REG x10: 0x0000000000000000, MEM 0x00000000800441b6
PC: 0x0000000080001a1c, INSTR: 0x00080537, REG x10: 0x0000000000080000
PC: 0x0000000080001a20, INSTR: 0x0215051b, REG x10: 0x0000000000080021
PC: 0x0000000080001a24, INSTR: 0x00c51513, REG x10: 0x0000000080021000
PC: 0x0000000080001a28, INSTR: 0x30950513, REG x10: 0x0000000080021309
PC: 0x0000000080001a2c, INSTR: 0x8c753e03, REG x28: 0x0000000000000000, MEM 0x0000000080020bd0
PC: 0x0000000080001a30, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080001a34, INSTR: 0xd8de0e1b, REG x28: 0x0000000020010d8d
PC: 0x0000000080001a38, INSTR: 0x002e1e13, REG x28: 0x0000000080043634
PC: 0x0000000080001a3c, INSTR: 0x7c8e0423, MEM 0x0000000080043dfc: 0x00000000000000d1
PC: 0x0000000080001a40, INSTR: 0x401b583b, REG x16: 0xfffffffffe000b31
PC: 0x0000000080001a44, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x0000000080001a48, INSTR: 0x0313031b, REG x6: 0x0000000000080031
PC: 0x0000000080001a4c, INSTR: 0x00c31313, REG x6: 0x0000000080031000
PC: 0x0000000080001a50, INSTR: 0x33330313, REG x6: 0x0000000080031333
PC: 0x0000000080001a54, INSTR: 0x58533d03, REG x26: 0x0000000000000000, MEM 0x00000000800318b8
PC: 0x0000000080001a58, INSTR: 0x4001ed37, REG x26: 0x000000004001e000
PC: 0x0000000080001a5c, INSTR: 0x637d0d1b, REG x26: 0x000000004001e637
PC: 0x0000000080001a60, INSTR: 0x001d1d13, REG x26: 0x000000008003cc6e
PC: 0x0000000080001a64, INSTR: 0x17ad3983, REG x19: 0x0000000000000000, MEM 0x000000008003cde8
PC: 0x0000000080001a68, INSTR: 0x00000393, REG x7: 0x0000000000000000
PC: 0x0000000080001a6c, INSTR: 0x00400193, REG x3: 0x0000000000000004
PC: 0x0000000080001a70, INSTR: 0x0040006f
PC: 0x0000000080001a74, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x0000000080001a78, INSTR: 0x03d6869b, REG x13: 0x000000000008003d
PC: 0x0000000080001a7c, INSTR: 0x00c69693, REG x13: 0x000000008003d000
PC: 0x0000000080001a80, INSTR: 0xfe168693, REG x13: 0x000000008003cfe1
PC: 0x0000000080001a84, INSTR: 0x7f36ea03, REG x20: 0x0000000000000000, MEM 0x000000008003d7d4
PC: 0x0000000080001a88, INSTR: 0x00bf7633, REG x12: 0x0000000000000000
PC: 0x0000000080001a8c, INSTR: 0x000804b7, REG x9: 0x0000000000080000
PC: 0x0000000080001a90, INSTR: 0x03f4849b, REG x9: 0x000000000008003f
PC: 0x0000000080001a94, INSTR: 0x00c49493, REG x9: 0x000000008003f000
PC: 0x0000000080001a98, INSTR: 0xc4148493, REG x9: 0x000000008003ec41
PC: 0x0000000080001a9c, INSTR: 0x8274b303, REG x6: 0x0000000000000000, MEM 0x000000008003e468
PC: 0x0000000080001aa0, INSTR: 0x26c1bf93, REG x31: 0x0000000000000001
PC: 0x0000000080001aa4, INSTR: 0x00e28ebb, REG x29: 0x0000000000089d2c
PC: 0x0000000080001aa8, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080001aac, INSTR: 0x00431313, REG x6: 0x0000000080050000
PC: 0x0000000080001ab0, INSTR: 0x3d630313, REG x6: 0x00000000800503d6
PC: 0x0000000080001ab4, INSTR: 0x81432523, MEM 0x000000008004fbe0: 0x0000000000000000
PC: 0x0000000080001ab8, INSTR: 0x4dcf7c13, REG x24: 0x0000000000000000
PC: 0x0000000080001abc, INSTR: 0x000802b7, REG x5: 0x0000000000080000
PC: 0x0000000080001ac0, INSTR: 0x0432829b, REG x5: 0x0000000000080043
PC: 0x0000000080001ac4, INSTR: 0x00c29293, REG x5: 0x0000000080043000
PC: 0x0000000080001ac8, INSTR: 0x66d28293, REG x5: 0x000000008004366d
PC: 0x0000000080001acc, INSTR: 0x6ab2ba83, REG x21: 0x0000000000000000, MEM 0x0000000080043d18
PC: 0x0000000080001ad0, INSTR: 0x00138393, REG x7: 0x0000000000000001
PC: 0x0000000080001ad4, INSTR: 0xfa33c0e3
PC: 0x0000000080001a74, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x0000000080001a78, INSTR: 0x03d6869b, REG x13: 0x000000000008003d
PC: 0x0000000080001a7c, INSTR: 0x00c69693, REG x13: 0x000000008003d000
PC: 0x0000000080001a80, INSTR: 0xfe168693, REG x13: 0x000000008003cfe1
PC: 0x0000000080001a84, INSTR: 0x7f36ea03, REG x20: 0x0000000000000000, MEM 0x000000008003d7d4
PC: 0x0000000080001a88, INSTR: 0x00bf7633, REG x12: 0x0000000000000000
PC: 0x0000000080001a8c, INSTR: 0x000804b7, REG x9: 0x0000000000080000
PC: 0x0000000080001a90, INSTR: 0x03f4849b, REG x9: 0x000000000008003f
PC: 0x0000000080001a94, INSTR: 0x00c49493, REG x9: 0x000000008003f000
PC: 0x0000000080001a98, INSTR: 0xc4148493, REG x9: 0x000000008003ec41
PC: 0x0000000080001a9c, INSTR: 0x8274b303, REG x6: 0x0000000000000000, MEM 0x000000008003e468
PC: 0x0000000080001aa0, INSTR: 0x26c1bf93, REG x31: 0x0000000000000001
PC: 0x0000000080001aa4, INSTR: 0x00e28ebb, REG x29: 0x000000000008863d
PC: 0x0000000080001aa8, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080001aac, INSTR: 0x00431313, REG x6: 0x0000000080050000
PC: 0x0000000080001ab0, INSTR: 0x3d630313, REG x6: 0x00000000800503d6
PC: 0x0000000080001ab4, INSTR: 0x81432523, MEM 0x000000008004fbe0: 0x0000000000000000
PC: 0x0000000080001ab8, INSTR: 0x4dcf7c13, REG x24: 0x0000000000000000
PC: 0x0000000080001abc, INSTR: 0x000802b7, REG x5: 0x0000000000080000
PC: 0x0000000080001ac0, INSTR: 0x0432829b, REG x5: 0x0000000000080043
PC: 0x0000000080001ac4, INSTR: 0x00c29293, REG x5: 0x0000000080043000
PC: 0x0000000080001ac8, INSTR: 0x66d28293, REG x5: 0x000000008004366d
PC: 0x0000000080001acc, INSTR: 0x6ab2ba83, REG x21: 0x0000000000000000, MEM 0x0000000080043d18
PC: 0x0000000080001ad0, INSTR: 0x00138393, REG x7: 0x0000000000000002
PC: 0x0000000080001ad4, INSTR: 0xfa33c0e3
PC: 0x0000000080001a74, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x0000000080001a78, INSTR: 0x03d6869b, REG x13: 0x000000000008003d
PC: 0x0000000080001a7c, INSTR: 0x00c69693, REG x13: 0x000000008003d000
PC: 0x0000000080001a80, INSTR: 0xfe168693, REG x13: 0x000000008003cfe1
PC: 0x0000000080001a84, INSTR: 0x7f36ea03, REG x20: 0x0000000000000000, MEM 0x000000008003d7d4
PC: 0x0000000080001a88, INSTR: 0x00bf7633, REG x12: 0x0000000000000000
PC: 0x0000000080001a8c, INSTR: 0x000804b7, REG x9: 0x0000000000080000
PC: 0x0000000080001a90, INSTR: 0x03f4849b, REG x9: 0x000000000008003f
PC: 0x0000000080001a94, INSTR: 0x00c49493, REG x9: 0x000000008003f000
PC: 0x0000000080001a98, INSTR: 0xc4148493, REG x9: 0x000000008003ec41
PC: 0x0000000080001a9c, INSTR: 0x8274b303, REG x6: 0x0000000000000000, MEM 0x000000008003e468
PC: 0x0000000080001aa0, INSTR: 0x26c1bf93, REG x31: 0x0000000000000001
PC: 0x0000000080001aa4, INSTR: 0x00e28ebb, REG x29: 0x000000000008863d
PC: 0x0000000080001aa8, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080001aac, INSTR: 0x00431313, REG x6: 0x0000000080050000
PC: 0x0000000080001ab0, INSTR: 0x3d630313, REG x6: 0x00000000800503d6
PC: 0x0000000080001ab4, INSTR: 0x81432523, MEM 0x000000008004fbe0: 0x0000000000000000
PC: 0x0000000080001ab8, INSTR: 0x4dcf7c13, REG x24: 0x0000000000000000
PC: 0x0000000080001abc, INSTR: 0x000802b7, REG x5: 0x0000000000080000
PC: 0x0000000080001ac0, INSTR: 0x0432829b, REG x5: 0x0000000000080043
PC: 0x0000000080001ac4, INSTR: 0x00c29293, REG x5: 0x0000000080043000
PC: 0x0000000080001ac8, INSTR: 0x66d28293, REG x5: 0x000000008004366d
PC: 0x0000000080001acc, INSTR: 0x6ab2ba83, REG x21: 0x0000000000000000, MEM 0x0000000080043d18
PC: 0x0000000080001ad0, INSTR: 0x00138393, REG x7: 0x0000000000000003
PC: 0x0000000080001ad4, INSTR: 0xfa33c0e3
PC: 0x0000000080001a74, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x0000000080001a78, INSTR: 0x03d6869b, REG x13: 0x000000000008003d
PC: 0x0000000080001a7c, INSTR: 0x00c69693, REG x13: 0x000000008003d000
PC: 0x0000000080001a80, INSTR: 0xfe168693, REG x13: 0x000000008003cfe1
PC: 0x0000000080001a84, INSTR: 0x7f36ea03, REG x20: 0x0000000000000000, MEM 0x000000008003d7d4
PC: 0x0000000080001a88, INSTR: 0x00bf7633, REG x12: 0x0000000000000000
PC: 0x0000000080001a8c, INSTR: 0x000804b7, REG x9: 0x0000000000080000
PC: 0x0000000080001a90, INSTR: 0x03f4849b, REG x9: 0x000000000008003f
PC: 0x0000000080001a94, INSTR: 0x00c49493, REG x9: 0x000000008003f000
PC: 0x0000000080001a98, INSTR: 0xc4148493, REG x9: 0x000000008003ec41
PC: 0x0000000080001a9c, INSTR: 0x8274b303, REG x6: 0x0000000000000000, MEM 0x000000008003e468
PC: 0x0000000080001aa0, INSTR: 0x26c1bf93, REG x31: 0x0000000000000001
PC: 0x0000000080001aa4, INSTR: 0x00e28ebb, REG x29: 0x000000000008863d
PC: 0x0000000080001aa8, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080001aac, INSTR: 0x00431313, REG x6: 0x0000000080050000
PC: 0x0000000080001ab0, INSTR: 0x3d630313, REG x6: 0x00000000800503d6
PC: 0x0000000080001ab4, INSTR: 0x81432523, MEM 0x000000008004fbe0: 0x0000000000000000
PC: 0x0000000080001ab8, INSTR: 0x4dcf7c13, REG x24: 0x0000000000000000
PC: 0x0000000080001abc, INSTR: 0x000802b7, REG x5: 0x0000000000080000
PC: 0x0000000080001ac0, INSTR: 0x0432829b, REG x5: 0x0000000000080043
PC: 0x0000000080001ac4, INSTR: 0x00c29293, REG x5: 0x0000000080043000
PC: 0x0000000080001ac8, INSTR: 0x66d28293, REG x5: 0x000000008004366d
PC: 0x0000000080001acc, INSTR: 0x6ab2ba83, REG x21: 0x0000000000000000, MEM 0x0000000080043d18
PC: 0x0000000080001ad0, INSTR: 0x00138393, REG x7: 0x0000000000000004
PC: 0x0000000080001ad4, INSTR: 0xfa33c0e3
PC: 0x0000000080001ad8, INSTR: 0x0040006f
PC: 0x0000000080001adc, INSTR: 0xd855e2b7, REG x5: 0xffffffffd855e000
PC: 0x0000000080001ae0, INSTR: 0x00080cb7, REG x25: 0x0000000000080000
PC: 0x0000000080001ae4, INSTR: 0x041c8c9b, REG x25: 0x0000000000080041
PC: 0x0000000080001ae8, INSTR: 0x00cc9c93, REG x25: 0x0000000080041000
PC: 0x0000000080001aec, INSTR: 0x09bc8c93, REG x25: 0x000000008004109b
PC: 0x0000000080001af0, INSTR: 0xd7dcb603, REG x12: 0x0000000000000000, MEM 0x0000000080040e18
PC: 0x0000000080001af4, INSTR: 0x00080837, REG x16: 0x0000000000080000
PC: 0x0000000080001af8, INSTR: 0x0378081b, REG x16: 0x0000000000080037
PC: 0x0000000080001afc, INSTR: 0x00c81813, REG x16: 0x0000000080037000
PC: 0x0000000080001b00, INSTR: 0x61d80813, REG x16: 0x000000008003761d
PC: 0x0000000080001b04, INSTR: 0x53b83803, REG x16: 0x0000000000000000, MEM 0x0000000080037b58
PC: 0x0000000080001b08, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x0000000080001b0c, INSTR: 0x04b0809b, REG x1: 0x000000000008004b
PC: 0x0000000080001b10, INSTR: 0x00c09093, REG x1: 0x000000008004b000
PC: 0x0000000080001b14, INSTR: 0x1e708093, REG x1: 0x000000008004b1e7
PC: 0x0000000080001b18, INSTR: 0x8590b603, REG x12: 0x0000000000000000, MEM 0x000000008004aa40
PC: 0x0000000080001b1c, INSTR: 0x40023f37, REG x30: 0x0000000040023000
PC: 0x0000000080001b20, INSTR: 0x001f1f13, REG x30: 0x0000000080046000
PC: 0x0000000080001b24, INSTR: 0x7b1f0f13, REG x30: 0x00000000800467b1
PC: 0x0000000080001b28, INSTR: 0x74ff3a83, REG x21: 0x0000000000000000, MEM 0x0000000080046f00
PC: 0x0000000080001b2c, INSTR: 0x0093c463
PC: 0x0000000080001b34, INSTR: 0x41f8d81b, REG x16: 0xffffffffffffffff
PC: 0x0000000080001b38, INSTR: 0x10005437, REG x8: 0x0000000010005000
PC: 0x0000000080001b3c, INSTR: 0x00341413, REG x8: 0x0000000080028000
PC: 0x0000000080001b40, INSTR: 0xce740413, REG x8: 0x0000000080027ce7
PC: 0x0000000080001b44, INSTR: 0x82142783, REG x15: 0x0000000000000000, MEM 0x0000000080027508
PC: 0x0000000080001b48, INSTR: 0x10009ab7, REG x21: 0x0000000010009000
PC: 0x0000000080001b4c, INSTR: 0x003a9a93, REG x21: 0x0000000080048000
PC: 0x0000000080001b50, INSTR: 0x098a8a93, REG x21: 0x0000000080048098
PC: 0x0000000080001b54, INSTR: 0x6c0ab823, MEM 0x0000000080048768: 0x0000000000000000
PC: 0x0000000080001b58, INSTR: 0x40021cb7, REG x25: 0x0000000040021000
PC: 0x0000000080001b5c, INSTR: 0x001c9c93, REG x25: 0x0000000080042000
PC: 0x0000000080001b60, INSTR: 0x112c8c93, REG x25: 0x0000000080042112
PC: 0x0000000080001b64, INSTR: 0x206cb283, REG x5: 0x0000000000000000, MEM 0x0000000080042318
PC: 0x0000000080001b68, INSTR: 0xb55153b7, REG x7: 0xffffffffb5515000
PC: 0x0000000080001b6c, INSTR: 0x10009e37, REG x28: 0x0000000010009000
