PC: 0x0000000080000000, INSTR: 0x080055b7, REG x11: 0x0000000008005000
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000001
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000000
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x000000008000184c, INSTR: 0x0040006f
PC: 0x0000000080001850, INSTR: 0x013b8463
PC: 0x0000000080001854, INSTR: 0x0040006f
PC: 0x0000000080001858, INSTR: 0x0216d663
PC: 0x000000008000185c, INSTR: 0x0040006f
PC: 0x0000000080001860, INSTR: 0x00000a93, REG x21: 0x0000000000000000
PC: 0x0000000080001864, INSTR: 0x00000913, REG x18: 0x0000000000000000
PC: 0x0000000080001868, INSTR: 0x0040006f
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000004
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000001
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000004
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000002
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000004
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000003
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000004
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000004
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000001
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x0000000080001880, INSTR: 0x0040006f
PC: 0x0000000080001884, INSTR: 0x4194f013
PC: 0x0000000080001888, INSTR: 0x01658463
PC: 0x000000008000188c, INSTR: 0x0040006f
PC: 0x0000000080001890, INSTR: 0x400253b7, REG x7: 0x0000000040025000
PC: 0x0000000080001894, INSTR: 0x00139393, REG x7: 0x000000008004a000
PC: 0x0000000080001898, INSTR: 0x3a238393, REG x7: 0x000000008004a3a2
PC: 0x000000008000189c, INSTR: 0x0be3b903, REG x18: 0x0000000000000000, MEM 0x000000008004a460
PC: 0x00000000800018a0, INSTR: 0x4162df3b, REG x30: 0x0000000000000000
PC: 0x00000000800018a4, INSTR: 0xf60d0ae3
PC: 0x0000000080001818, INSTR: 0x04001737, REG x14: 0x0000000004001000
PC: 0x000000008000181c, INSTR: 0x00571713, REG x14: 0x0000000080020000
PC: 0x0000000080001820, INSTR: 0xeae70713, REG x14: 0x000000008001feae
PC: 0x0000000080001824, INSTR: 0x518708a3, MEM 0x00000000800203bf: 0x0000000000000063
PC: 0x0000000080001828, INSTR: 0x001d8d93, REG x27: 0x0000000000000002
PC: 0x000000008000182c, INSTR: 0x002ddd13, REG x26: 0x0000000000000000
PC: 0x0000000080001830, INSTR: 0x021c8063
PC: 0x0000000080001834, INSTR: 0x0040006f
PC: 0x0000000080001838, INSTR: 0x00400493, REG x9: 0x0000000000000004
PC: 0x000000008000183c, INSTR: 0x00000b13, REG x22: 0x0000000000000000
PC: 0x0000000080001840, INSTR: 0x0040006f
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000003
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000002
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000001
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000000
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x000000008000184c, INSTR: 0x0040006f
PC: 0x0000000080001850, INSTR: 0x013b8463
PC: 0x0000000080001854, INSTR: 0x0040006f
PC: 0x0000000080001858, INSTR: 0x0216d663
PC: 0x000000008000185c, INSTR: 0x0040006f
PC: 0x0000000080001860, INSTR: 0x00000a93, REG x21: 0x0000000000000000
PC: 0x0000000080001864, INSTR: 0x00000913, REG x18: 0x0000000000000000
PC: 0x0000000080001868, INSTR: 0x0040006f
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000001
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000002
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000003
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000004
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000001
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x0000000080001880, INSTR: 0x0040006f
PC: 0x0000000080001884, INSTR: 0x4194f013
PC: 0x0000000080001888, INSTR: 0x01658463
PC: 0x000000008000188c, INSTR: 0x0040006f
PC: 0x0000000080001890, INSTR: 0x400253b7, REG x7: 0x0000000040025000
PC: 0x0000000080001894, INSTR: 0x00139393, REG x7: 0x000000008004a000
PC: 0x0000000080001898, INSTR: 0x3a238393, REG x7: 0x000000008004a3a2
PC: 0x000000008000189c, INSTR: 0x0be3b903, REG x18: 0x0000000000000000, MEM 0x000000008004a460
PC: 0x00000000800018a0, INSTR: 0x4162df3b, REG x30: 0x0000000000000000
PC: 0x00000000800018a4, INSTR: 0xf60d0ae3
PC: 0x0000000080001818, INSTR: 0x04001737, REG x14: 0x0000000004001000
PC: 0x000000008000181c, INSTR: 0x00571713, REG x14: 0x0000000080020000
PC: 0x0000000080001820, INSTR: 0xeae70713, REG x14: 0x000000008001feae
PC: 0x0000000080001824, INSTR: 0x518708a3, MEM 0x00000000800203bf: 0x0000000000000063
PC: 0x0000000080001828, INSTR: 0x001d8d93, REG x27: 0x0000000000000003
PC: 0x000000008000182c, INSTR: 0x002ddd13, REG x26: 0x0000000000000000
PC: 0x0000000080001830, INSTR: 0x021c8063
PC: 0x0000000080001834, INSTR: 0x0040006f
PC: 0x0000000080001838, INSTR: 0x00400493, REG x9: 0x0000000000000004
PC: 0x000000008000183c, INSTR: 0x00000b13, REG x22: 0x0000000000000000
PC: 0x0000000080001840, INSTR: 0x0040006f
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000003
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000002
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000001
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000000
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x000000008000184c, INSTR: 0x0040006f
PC: 0x0000000080001850, INSTR: 0x013b8463
PC: 0x0000000080001854, INSTR: 0x0040006f
PC: 0x0000000080001858, INSTR: 0x0216d663
PC: 0x000000008000185c, INSTR: 0x0040006f
PC: 0x0000000080001860, INSTR: 0x00000a93, REG x21: 0x0000000000000000
PC: 0x0000000080001864, INSTR: 0x00000913, REG x18: 0x0000000000000000
PC: 0x0000000080001868, INSTR: 0x0040006f
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000001
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000002
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000003
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000004
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000001
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x0000000080001880, INSTR: 0x0040006f
PC: 0x0000000080001884, INSTR: 0x4194f013
PC: 0x0000000080001888, INSTR: 0x01658463
PC: 0x000000008000188c, INSTR: 0x0040006f
PC: 0x0000000080001890, INSTR: 0x400253b7, REG x7: 0x0000000040025000
PC: 0x0000000080001894, INSTR: 0x00139393, REG x7: 0x000000008004a000
PC: 0x0000000080001898, INSTR: 0x3a238393, REG x7: 0x000000008004a3a2
PC: 0x000000008000189c, INSTR: 0x0be3b903, REG x18: 0x0000000000000000, MEM 0x000000008004a460
PC: 0x00000000800018a0, INSTR: 0x4162df3b, REG x30: 0x0000000000000000
PC: 0x00000000800018a4, INSTR: 0xf60d0ae3
PC: 0x0000000080001818, INSTR: 0x04001737, REG x14: 0x0000000004001000
PC: 0x000000008000181c, INSTR: 0x00571713, REG x14: 0x0000000080020000
PC: 0x0000000080001820, INSTR: 0xeae70713, REG x14: 0x000000008001feae
PC: 0x0000000080001824, INSTR: 0x518708a3, MEM 0x00000000800203bf: 0x0000000000000063
PC: 0x0000000080001828, INSTR: 0x001d8d93, REG x27: 0x0000000000000004
PC: 0x000000008000182c, INSTR: 0x002ddd13, REG x26: 0x0000000000000001
PC: 0x0000000080001830, INSTR: 0x021c8063
PC: 0x0000000080001834, INSTR: 0x0040006f
PC: 0x0000000080001838, INSTR: 0x00400493, REG x9: 0x0000000000000004
PC: 0x000000008000183c, INSTR: 0x00000b13, REG x22: 0x0000000000000000
PC: 0x0000000080001840, INSTR: 0x0040006f
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000003
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000002
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000001
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x0000000080001844, INSTR: 0xfff48493, REG x9: 0x0000000000000000
PC: 0x0000000080001848, INSTR: 0xff649ee3
PC: 0x000000008000184c, INSTR: 0x0040006f
PC: 0x0000000080001850, INSTR: 0x013b8463
PC: 0x0000000080001854, INSTR: 0x0040006f
PC: 0x0000000080001858, INSTR: 0x0216d663
PC: 0x000000008000185c, INSTR: 0x0040006f
PC: 0x0000000080001860, INSTR: 0x00000a93, REG x21: 0x0000000000000000
PC: 0x0000000080001864, INSTR: 0x00000913, REG x18: 0x0000000000000000
PC: 0x0000000080001868, INSTR: 0x0040006f
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000001
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000002
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000003
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000000
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x000000008000186c, INSTR: 0x009f43b3, REG x7: 0x0000000000000000
PC: 0x0000000080001870, INSTR: 0x00beb3b3, REG x7: 0x0000000000000000
PC: 0x0000000080001874, INSTR: 0x001a8a93, REG x21: 0x0000000000000004
PC: 0x0000000080001878, INSTR: 0x002ad913, REG x18: 0x0000000000000001
PC: 0x000000008000187c, INSTR: 0xfe0908e3
PC: 0x0000000080001880, INSTR: 0x0040006f
PC: 0x0000000080001884, INSTR: 0x4194f013
PC: 0x0000000080001888, INSTR: 0x01658463
PC: 0x000000008000188c, INSTR: 0x0040006f
PC: 0x0000000080001890, INSTR: 0x400253b7, REG x7: 0x0000000040025000
PC: 0x0000000080001894, INSTR: 0x00139393, REG x7: 0x000000008004a000
PC: 0x0000000080001898, INSTR: 0x3a238393, REG x7: 0x000000008004a3a2
PC: 0x000000008000189c, INSTR: 0x0be3b903, REG x18: 0x0000000000000000, MEM 0x000000008004a460
PC: 0x00000000800018a0, INSTR: 0x4162df3b, REG x30: 0x0000000000000000
PC: 0x00000000800018a4, INSTR: 0xf60d0ae3
PC: 0x00000000800018a8, INSTR: 0x0040006f
PC: 0x00000000800018ac, INSTR: 0x00400f93, REG x31: 0x0000000000000004
PC: 0x00000000800018b0, INSTR: 0x00100a13, REG x20: 0x0000000000000001
PC: 0x00000000800018b4, INSTR: 0x0040006f
PC: 0x00000000800018b8, INSTR: 0xffff8f93, REG x31: 0x0000000000000003
PC: 0x00000000800018bc, INSTR: 0x00998463
PC: 0x00000000800018c4, INSTR: 0x01b38463
PC: 0x00000000800018c8, INSTR: 0x0040006f
PC: 0x00000000800018cc, INSTR: 0x00ad1e1b, REG x28: 0x0000000000000400
PC: 0x00000000800018d0, INSTR: 0xff4ff4e3
PC: 0x00000000800018b8, INSTR: 0xffff8f93, REG x31: 0x0000000000000002
PC: 0x00000000800018bc, INSTR: 0x00998463
PC: 0x00000000800018c4, INSTR: 0x01b38463
PC: 0x00000000800018c8, INSTR: 0x0040006f
PC: 0x00000000800018cc, INSTR: 0x00ad1e1b, REG x28: 0x0000000000000400
PC: 0x00000000800018d0, INSTR: 0xff4ff4e3
PC: 0x00000000800018b8, INSTR: 0xffff8f93, REG x31: 0x0000000000000001
PC: 0x00000000800018bc, INSTR: 0x00998463
PC: 0x00000000800018c4, INSTR: 0x01b38463
PC: 0x00000000800018c8, INSTR: 0x0040006f
PC: 0x00000000800018cc, INSTR: 0x00ad1e1b, REG x28: 0x0000000000000400
PC: 0x00000000800018d0, INSTR: 0xff4ff4e3
PC: 0x00000000800018b8, INSTR: 0xffff8f93, REG x31: 0x0000000000000000
PC: 0x00000000800018bc, INSTR: 0x00998463
PC: 0x00000000800018c4, INSTR: 0x01b38463
PC: 0x00000000800018c8, INSTR: 0x0040006f
PC: 0x00000000800018cc, INSTR: 0x00ad1e1b, REG x28: 0x0000000000000400
PC: 0x00000000800018d0, INSTR: 0xff4ff4e3
PC: 0x00000000800018d4, INSTR: 0x0040006f
PC: 0x00000000800018d8, INSTR: 0x40b4da1b, REG x20: 0x0000000000000000
PC: 0x00000000800018dc, INSTR: 0x4069083b, REG x16: 0x0000000000000000
PC: 0x00000000800018e0, INSTR: 0xf00280e3
PC: 0x00000000800017e0, INSTR: 0x039000ef, REG x1: 0x00000000800017e4
PC: 0x0000000080002018, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x000000008000201c, INSTR: 0x00913023, MEM 0x000000008004fef0: 0x0000000000000000
PC: 0x0000000080002020, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080002024, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x0000000080002028, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x000000008000202c, INSTR: 0x00613023, MEM 0x000000008004fed0: 0x0000000000000000
PC: 0x0000000080002030, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080002034, INSTR: 0x01413023, MEM 0x000000008004fec0: 0x0000000000000000
PC: 0x0000000080002038, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x000000008000203c, INSTR: 0x00113023, MEM 0x000000008004feb0: 0x00000000800017e4
PC: 0x0000000080002040, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080002044, INSTR: 0x00813023, MEM 0x000000008004fea0: 0x0000000000000004
PC: 0x0000000080002048, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x000000008000204c, INSTR: 0x00f13023, MEM 0x000000008004fe90: 0x0000000000000001
PC: 0x0000000080002050, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080002054, INSTR: 0x01613023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x0000000080002058, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x000000008000205c, INSTR: 0x00a13023, MEM 0x000000008004fe70: 0x0000000000000001
PC: 0x0000000080002060, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x0000000080002064, INSTR: 0x01813023, MEM 0x000000008004fe60: 0x000000008004ff63
PC: 0x0000000080002068, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x000000008000206c, INSTR: 0x00c13023, MEM 0x000000008004fe50: 0x0000000000000000
PC: 0x0000000080002070, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002074, INSTR: 0x01313023, MEM 0x000000008004fe40: 0x0000000000000000
PC: 0x0000000080002078, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x000000008000207c, INSTR: 0x00e13023, MEM 0x000000008004fe30: 0x000000008001feae
PC: 0x0000000080002080, INSTR: 0x00000093, REG x1: 0x0000000000000000
PC: 0x0000000080002084, INSTR: 0x00000793, REG x15: 0x0000000000000000
PC: 0x0000000080002088, INSTR: 0x0040006f
PC: 0x000000008000208c, INSTR: 0x00108093, REG x1: 0x0000000000000001
PC: 0x0000000080002090, INSTR: 0x0020d793, REG x15: 0x0000000000000000
PC: 0x0000000080002094, INSTR: 0xfe078ce3
PC: 0x000000008000208c, INSTR: 0x00108093, REG x1: 0x0000000000000002
PC: 0x0000000080002090, INSTR: 0x0020d793, REG x15: 0x0000000000000000
PC: 0x0000000080002094, INSTR: 0xfe078ce3
PC: 0x000000008000208c, INSTR: 0x00108093, REG x1: 0x0000000000000003
PC: 0x0000000080002090, INSTR: 0x0020d793, REG x15: 0x0000000000000000
PC: 0x0000000080002094, INSTR: 0xfe078ce3
PC: 0x000000008000208c, INSTR: 0x00108093, REG x1: 0x0000000000000004
PC: 0x0000000080002090, INSTR: 0x0020d793, REG x15: 0x0000000000000001
PC: 0x0000000080002094, INSTR: 0xfe078ce3
PC: 0x0000000080002098, INSTR: 0x0040006f
PC: 0x000000008000209c, INSTR: 0x00000713, REG x14: 0x0000000000000000
PC: 0x00000000800020a0, INSTR: 0x00000493, REG x9: 0x0000000000000000
PC: 0x00000000800020a4, INSTR: 0x0040006f
PC: 0x00000000800020a8, INSTR: 0x2000b337, REG x6: 0x000000002000b000
PC: 0x00000000800020ac, INSTR: 0x00231313, REG x6: 0x000000008002c000
PC: 0x00000000800020b0, INSTR: 0x4be30313, REG x6: 0x000000008002c4be
PC: 0x00000000800020b4, INSTR: 0x0f233c03, REG x24: 0x0000000000000000, MEM 0x000000008002c5b0
PC: 0x00000000800020b8, INSTR: 0xe3896613, REG x12: 0xfffffffffffffe38
PC: 0x00000000800020bc, INSTR: 0x00170713, REG x14: 0x0000000000000001
PC: 0x00000000800020c0, INSTR: 0x00275493, REG x9: 0x0000000000000000
PC: 0x00000000800020c4, INSTR: 0xfe0482e3
PC: 0x00000000800020a8, INSTR: 0x2000b337, REG x6: 0x000000002000b000
PC: 0x00000000800020ac, INSTR: 0x00231313, REG x6: 0x000000008002c000
PC: 0x00000000800020b0, INSTR: 0x4be30313, REG x6: 0x000000008002c4be
PC: 0x00000000800020b4, INSTR: 0x0f233c03, REG x24: 0x0000000000000000, MEM 0x000000008002c5b0
PC: 0x00000000800020b8, INSTR: 0xe3896613, REG x12: 0xfffffffffffffe38
PC: 0x00000000800020bc, INSTR: 0x00170713, REG x14: 0x0000000000000002
PC: 0x00000000800020c0, INSTR: 0x00275493, REG x9: 0x0000000000000000
PC: 0x00000000800020c4, INSTR: 0xfe0482e3
PC: 0x00000000800020a8, INSTR: 0x2000b337, REG x6: 0x000000002000b000
PC: 0x00000000800020ac, INSTR: 0x00231313, REG x6: 0x000000008002c000
PC: 0x00000000800020b0, INSTR: 0x4be30313, REG x6: 0x000000008002c4be
PC: 0x00000000800020b4, INSTR: 0x0f233c03, REG x24: 0x0000000000000000, MEM 0x000000008002c5b0
PC: 0x00000000800020b8, INSTR: 0xe3896613, REG x12: 0xfffffffffffffe38
PC: 0x00000000800020bc, INSTR: 0x00170713, REG x14: 0x0000000000000003
PC: 0x00000000800020c0, INSTR: 0x00275493, REG x9: 0x0000000000000000
PC: 0x00000000800020c4, INSTR: 0xfe0482e3
PC: 0x00000000800020a8, INSTR: 0x2000b337, REG x6: 0x000000002000b000
PC: 0x00000000800020ac, INSTR: 0x00231313, REG x6: 0x000000008002c000
PC: 0x00000000800020b0, INSTR: 0x4be30313, REG x6: 0x000000008002c4be
PC: 0x00000000800020b4, INSTR: 0x0f233c03, REG x24: 0x0000000000000000, MEM 0x000000008002c5b0
PC: 0x00000000800020b8, INSTR: 0xe3896613, REG x12: 0xfffffffffffffe38
PC: 0x00000000800020bc, INSTR: 0x00170713, REG x14: 0x0000000000000004
PC: 0x00000000800020c0, INSTR: 0x00275493, REG x9: 0x0000000000000001
PC: 0x00000000800020c4, INSTR: 0xfe0482e3
PC: 0x00000000800020c8, INSTR: 0x0040006f
PC: 0x00000000800020cc, INSTR: 0x4001e337, REG x6: 0x000000004001e000
PC: 0x00000000800020d0, INSTR: 0x9bf3031b, REG x6: 0x000000004001d9bf
PC: 0x00000000800020d4, INSTR: 0x00131313, REG x6: 0x000000008003b37e
PC: 0x00000000800020d8, INSTR: 0x90a32a03, REG x20: 0x0000000000000000, MEM 0x000000008003ac88
PC: 0x00000000800020dc, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x00000000800020e0, INSTR: 0x00000b13, REG x22: 0x0000000000000000
PC: 0x00000000800020e4, INSTR: 0x0040006f
PC: 0x00000000800020e8, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x00000000800020ec, INSTR: 0x0029db13, REG x22: 0x0000000000000000
PC: 0x00000000800020f0, INSTR: 0xfe0b0ce3
PC: 0x00000000800020e8, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x00000000800020ec, INSTR: 0x0029db13, REG x22: 0x0000000000000000
PC: 0x00000000800020f0, INSTR: 0xfe0b0ce3
PC: 0x00000000800020e8, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x00000000800020ec, INSTR: 0x0029db13, REG x22: 0x0000000000000000
PC: 0x00000000800020f0, INSTR: 0xfe0b0ce3
PC: 0x00000000800020e8, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x00000000800020ec, INSTR: 0x0029db13, REG x22: 0x0000000000000001
PC: 0x00000000800020f0, INSTR: 0xfe0b0ce3
PC: 0x00000000800020f4, INSTR: 0x0040006f
PC: 0x00000000800020f8, INSTR: 0x00000413, REG x8: 0x0000000000000000
PC: 0x00000000800020fc, INSTR: 0x00000613, REG x12: 0x0000000000000000
PC: 0x0000000080002100, INSTR: 0x0040006f
PC: 0x0000000080002104, INSTR: 0x00140413, REG x8: 0x0000000000000001
PC: 0x0000000080002108, INSTR: 0x00245613, REG x12: 0x0000000000000000
PC: 0x000000008000210c, INSTR: 0xfe060ce3
PC: 0x0000000080002104, INSTR: 0x00140413, REG x8: 0x0000000000000002
PC: 0x0000000080002108, INSTR: 0x00245613, REG x12: 0x0000000000000000
PC: 0x000000008000210c, INSTR: 0xfe060ce3
PC: 0x0000000080002104, INSTR: 0x00140413, REG x8: 0x0000000000000003
PC: 0x0000000080002108, INSTR: 0x00245613, REG x12: 0x0000000000000000
PC: 0x000000008000210c, INSTR: 0xfe060ce3
PC: 0x0000000080002104, INSTR: 0x00140413, REG x8: 0x0000000000000004
PC: 0x0000000080002108, INSTR: 0x00245613, REG x12: 0x0000000000000001
PC: 0x000000008000210c, INSTR: 0xfe060ce3
PC: 0x0000000080002110, INSTR: 0x0040006f
PC: 0x0000000080002114, INSTR: 0x10005f37, REG x30: 0x0000000010005000
PC: 0x0000000080002118, INSTR: 0x003f1f13, REG x30: 0x0000000080028000
PC: 0x000000008000211c, INSTR: 0x1eef0f13, REG x30: 0x00000000800281ee
PC: 0x0000000080002120, INSTR: 0x992f3783, REG x15: 0x0000000000000000, MEM 0x0000000080027b80
PC: 0x0000000080002124, INSTR: 0x01cada33, REG x20: 0x0000000000000004
PC: 0x0000000080002128, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000212c, INSTR: 0x00000b13, REG x22: 0x0000000000000000
PC: 0x0000000080002130, INSTR: 0x0040006f
PC: 0x0000000080002134, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x0000000080002138, INSTR: 0x00255b13, REG x22: 0x0000000000000000
PC: 0x000000008000213c, INSTR: 0xfe0b0ce3
PC: 0x0000000080002134, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x0000000080002138, INSTR: 0x00255b13, REG x22: 0x0000000000000000
