PC: 0x0000000080000000, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080000ff4, INSTR: 0x00c9f8b3, REG x17: 0x0000000000000000
PC: 0x0000000080000ff8, INSTR: 0x03509e93, REG x29: 0x8dc0000000000000
PC: 0x0000000080000ffc, INSTR: 0x875ff06f
PC: 0x0000000080000870, INSTR: 0x00409893, REG x17: 0x000000080041c6e0
PC: 0x0000000080000874, INSTR: 0x026a1493, REG x9: 0x0000000000000000
PC: 0x0000000080000878, INSTR: 0x01649a3b, REG x20: 0x0000000000000000
PC: 0x000000008000087c, INSTR: 0xdbd0c793, REG x15: 0xffffffff7ffbe1d3
PC: 0x0000000080000880, INSTR: 0x017c1b93, REG x23: 0xfffffffc30800000
PC: 0x0000000080000884, INSTR: 0x011314b3, REG x9: 0x0000000000000000
PC: 0x0000000080000888, INSTR: 0x00000313, REG x6: 0x0000000000000000
PC: 0x000000008000088c, INSTR: 0x00000393, REG x7: 0x0000000000000000
PC: 0x0000000080000890, INSTR: 0x0040006f
PC: 0x0000000080000894, INSTR: 0x026a9e13, REG x28: 0x0040000000000000
PC: 0x0000000080000898, INSTR: 0x43965213, REG x4: 0x0000000000000000
PC: 0x000000008000089c, INSTR: 0x014a1a13, REG x20: 0x0000000000000000
PC: 0x00000000800008a0, INSTR: 0xe5dcae13, REG x28: 0x0000000000000000
PC: 0x00000000800008a4, INSTR: 0x03559093, REG x1: 0x0000000000000000
PC: 0x00000000800008a8, INSTR: 0x028b1b13, REG x22: 0x0400000000000000
PC: 0x00000000800008ac, INSTR: 0x02831213, REG x4: 0x0000000000000000
PC: 0x00000000800008b0, INSTR: 0x03c59213, REG x4: 0x0000000000000000
PC: 0x00000000800008b4, INSTR: 0xdd75a897, REG x17: 0x000000005d75a8b4
PC: 0x00000000800008b8, INSTR: 0x01a59693, REG x13: 0x0000000000000000
PC: 0x00000000800008bc, INSTR: 0x02e31e93, REG x29: 0x0000000000000000
PC: 0x00000000800008c0, INSTR: 0x080038b7, REG x17: 0x0000000008003000
PC: 0x00000000800008c4, INSTR: 0x00489893, REG x17: 0x0000000080030000
PC: 0x00000000800008c8, INSTR: 0xd6688893, REG x17: 0x000000008002fd66
PC: 0x00000000800008cc, INSTR: 0x94c88283, REG x5: 0x0000000000000000, MEM 0x000000008002f6b2
PC: 0x00000000800008d0, INSTR: 0x03e39613, REG x12: 0x0000000000000000
PC: 0x00000000800008d4, INSTR: 0x01c69213, REG x4: 0x0000000000000000
PC: 0x00000000800008d8, INSTR: 0x00130313, REG x6: 0x0000000000000001
PC: 0x00000000800008dc, INSTR: 0x00235393, REG x7: 0x0000000000000000
PC: 0x00000000800008e0, INSTR: 0xfa038ae3
PC: 0x0000000080000894, INSTR: 0x026a9e13, REG x28: 0x0040000000000000
PC: 0x0000000080000898, INSTR: 0x43965213, REG x4: 0x0000000000000000
PC: 0x000000008000089c, INSTR: 0x014a1a13, REG x20: 0x0000000000000000
PC: 0x00000000800008a0, INSTR: 0xe5dcae13, REG x28: 0x0000000000000000
PC: 0x00000000800008a4, INSTR: 0x03559093, REG x1: 0x0000000000000000
PC: 0x00000000800008a8, INSTR: 0x028b1b13, REG x22: 0x0000000000000000
PC: 0x00000000800008ac, INSTR: 0x02831213, REG x4: 0x0000010000000000
PC: 0x00000000800008b0, INSTR: 0x03c59213, REG x4: 0x0000000000000000
PC: 0x00000000800008b4, INSTR: 0xdd75a897, REG x17: 0x000000005d75a8b4
PC: 0x00000000800008b8, INSTR: 0x01a59693, REG x13: 0x0000000000000000
PC: 0x00000000800008bc, INSTR: 0x02e31e93, REG x29: 0x0000400000000000
PC: 0x00000000800008c0, INSTR: 0x080038b7, REG x17: 0x0000000008003000
PC: 0x00000000800008c4, INSTR: 0x00489893, REG x17: 0x0000000080030000
PC: 0x00000000800008c8, INSTR: 0xd6688893, REG x17: 0x000000008002fd66
PC: 0x00000000800008cc, INSTR: 0x94c88283, REG x5: 0x0000000000000000, MEM 0x000000008002f6b2
PC: 0x00000000800008d0, INSTR: 0x03e39613, REG x12: 0x0000000000000000
PC: 0x00000000800008d4, INSTR: 0x01c69213, REG x4: 0x0000000000000000
PC: 0x00000000800008d8, INSTR: 0x00130313, REG x6: 0x0000000000000002
PC: 0x00000000800008dc, INSTR: 0x00235393, REG x7: 0x0000000000000000
PC: 0x00000000800008e0, INSTR: 0xfa038ae3
PC: 0x0000000080000894, INSTR: 0x026a9e13, REG x28: 0x0040000000000000
PC: 0x0000000080000898, INSTR: 0x43965213, REG x4: 0x0000000000000000
PC: 0x000000008000089c, INSTR: 0x014a1a13, REG x20: 0x0000000000000000
PC: 0x00000000800008a0, INSTR: 0xe5dcae13, REG x28: 0x0000000000000000
PC: 0x00000000800008a4, INSTR: 0x03559093, REG x1: 0x0000000000000000
PC: 0x00000000800008a8, INSTR: 0x028b1b13, REG x22: 0x0000000000000000
PC: 0x00000000800008ac, INSTR: 0x02831213, REG x4: 0x0000020000000000
PC: 0x00000000800008b0, INSTR: 0x03c59213, REG x4: 0x0000000000000000
PC: 0x00000000800008b4, INSTR: 0xdd75a897, REG x17: 0x000000005d75a8b4
PC: 0x00000000800008b8, INSTR: 0x01a59693, REG x13: 0x0000000000000000
PC: 0x00000000800008bc, INSTR: 0x02e31e93, REG x29: 0x0000800000000000
PC: 0x00000000800008c0, INSTR: 0x080038b7, REG x17: 0x0000000008003000
PC: 0x00000000800008c4, INSTR: 0x00489893, REG x17: 0x0000000080030000
PC: 0x00000000800008c8, INSTR: 0xd6688893, REG x17: 0x000000008002fd66
PC: 0x00000000800008cc, INSTR: 0x94c88283, REG x5: 0x0000000000000000, MEM 0x000000008002f6b2
PC: 0x00000000800008d0, INSTR: 0x03e39613, REG x12: 0x0000000000000000
PC: 0x00000000800008d4, INSTR: 0x01c69213, REG x4: 0x0000000000000000
PC: 0x00000000800008d8, INSTR: 0x00130313, REG x6: 0x0000000000000003
PC: 0x00000000800008dc, INSTR: 0x00235393, REG x7: 0x0000000000000000
PC: 0x00000000800008e0, INSTR: 0xfa038ae3
PC: 0x0000000080000894, INSTR: 0x026a9e13, REG x28: 0x0040000000000000
PC: 0x0000000080000898, INSTR: 0x43965213, REG x4: 0x0000000000000000
PC: 0x000000008000089c, INSTR: 0x014a1a13, REG x20: 0x0000000000000000
PC: 0x00000000800008a0, INSTR: 0xe5dcae13, REG x28: 0x0000000000000000
PC: 0x00000000800008a4, INSTR: 0x03559093, REG x1: 0x0000000000000000
PC: 0x00000000800008a8, INSTR: 0x028b1b13, REG x22: 0x0000000000000000
PC: 0x00000000800008ac, INSTR: 0x02831213, REG x4: 0x0000030000000000
PC: 0x00000000800008b0, INSTR: 0x03c59213, REG x4: 0x0000000000000000
PC: 0x00000000800008b4, INSTR: 0xdd75a897, REG x17: 0x000000005d75a8b4
PC: 0x00000000800008b8, INSTR: 0x01a59693, REG x13: 0x0000000000000000
PC: 0x00000000800008bc, INSTR: 0x02e31e93, REG x29: 0x0000c00000000000
PC: 0x00000000800008c0, INSTR: 0x080038b7, REG x17: 0x0000000008003000
PC: 0x00000000800008c4, INSTR: 0x00489893, REG x17: 0x0000000080030000
PC: 0x00000000800008c8, INSTR: 0xd6688893, REG x17: 0x000000008002fd66
PC: 0x00000000800008cc, INSTR: 0x94c88283, REG x5: 0x0000000000000000, MEM 0x000000008002f6b2
PC: 0x00000000800008d0, INSTR: 0x03e39613, REG x12: 0x0000000000000000
PC: 0x00000000800008d4, INSTR: 0x01c69213, REG x4: 0x0000000000000000
PC: 0x00000000800008d8, INSTR: 0x00130313, REG x6: 0x0000000000000004
PC: 0x00000000800008dc, INSTR: 0x00235393, REG x7: 0x0000000000000001
PC: 0x00000000800008e0, INSTR: 0xfa038ae3
PC: 0x00000000800008e4, INSTR: 0x0040006f
PC: 0x00000000800008e8, INSTR: 0x00cb1e93, REG x29: 0x0000000000000000
PC: 0x00000000800008ec, INSTR: 0x01e79b13, REG x22: 0xdffef874c0000000
PC: 0x00000000800008f0, INSTR: 0x5d3f6313, REG x6: 0x00000000000007df
PC: 0x00000000800008f4, INSTR: 0x01199493, REG x9: 0x0000000000020000
PC: 0x00000000800008f8, INSTR: 0x00400093, REG x1: 0x0000000000000004
PC: 0x00000000800008fc, INSTR: 0x00000d13, REG x26: 0x0000000000000000
PC: 0x0000000080000900, INSTR: 0x0040006f
PC: 0x0000000080000904, INSTR: 0x01b81f13, REG x30: 0x0000000000000000
PC: 0x0000000080000908, INSTR: 0x02309e93, REG x29: 0x0000002000000000
PC: 0x000000008000090c, INSTR: 0x015e8cbb, REG x25: 0x0000000000010000
PC: 0x0000000080000910, INSTR: 0x016015b3, REG x11: 0x0000000000000000
PC: 0x0000000080000914, INSTR: 0x011d19b3, REG x19: 0x0000000000000000
PC: 0x0000000080000918, INSTR: 0x03a81013
PC: 0x000000008000091c, INSTR: 0x0042cbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000920, INSTR: 0xfff08093, REG x1: 0x0000000000000003
PC: 0x0000000080000924, INSTR: 0xffa090e3
PC: 0x0000000080000904, INSTR: 0x01b81f13, REG x30: 0x0000000000000000
PC: 0x0000000080000908, INSTR: 0x02309e93, REG x29: 0x0000001800000000
PC: 0x000000008000090c, INSTR: 0x015e8cbb, REG x25: 0x0000000000010000
PC: 0x0000000080000910, INSTR: 0x016015b3, REG x11: 0x0000000000000000
PC: 0x0000000080000914, INSTR: 0x011d19b3, REG x19: 0x0000000000000000
PC: 0x0000000080000918, INSTR: 0x03a81013
PC: 0x000000008000091c, INSTR: 0x0042cbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000920, INSTR: 0xfff08093, REG x1: 0x0000000000000002
PC: 0x0000000080000924, INSTR: 0xffa090e3
PC: 0x0000000080000904, INSTR: 0x01b81f13, REG x30: 0x0000000000000000
PC: 0x0000000080000908, INSTR: 0x02309e93, REG x29: 0x0000001000000000
PC: 0x000000008000090c, INSTR: 0x015e8cbb, REG x25: 0x0000000000010000
PC: 0x0000000080000910, INSTR: 0x016015b3, REG x11: 0x0000000000000000
PC: 0x0000000080000914, INSTR: 0x011d19b3, REG x19: 0x0000000000000000
PC: 0x0000000080000918, INSTR: 0x03a81013
PC: 0x000000008000091c, INSTR: 0x0042cbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000920, INSTR: 0xfff08093, REG x1: 0x0000000000000001
PC: 0x0000000080000924, INSTR: 0xffa090e3
PC: 0x0000000080000904, INSTR: 0x01b81f13, REG x30: 0x0000000000000000
PC: 0x0000000080000908, INSTR: 0x02309e93, REG x29: 0x0000000800000000
PC: 0x000000008000090c, INSTR: 0x015e8cbb, REG x25: 0x0000000000010000
PC: 0x0000000080000910, INSTR: 0x016015b3, REG x11: 0x0000000000000000
PC: 0x0000000080000914, INSTR: 0x011d19b3, REG x19: 0x0000000000000000
PC: 0x0000000080000918, INSTR: 0x03a81013
PC: 0x000000008000091c, INSTR: 0x0042cbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000920, INSTR: 0xfff08093, REG x1: 0x0000000000000000
PC: 0x0000000080000924, INSTR: 0xffa090e3
PC: 0x0000000080000928, INSTR: 0x0040006f
PC: 0x000000008000092c, INSTR: 0xf8fb2513, REG x10: 0x0000000000000001
PC: 0x0000000080000930, INSTR: 0x004f9f13, REG x30: 0x0000000800000000
PC: 0x0000000080000934, INSTR: 0x00c45463
PC: 0x000000008000093c, INSTR: 0x01e650bb, REG x1: 0x0000000000000000
PC: 0x0000000080000940, INSTR: 0x02441593, REG x11: 0x0000000000000000
PC: 0x0000000080000944, INSTR: 0x6af8bb13, REG x22: 0x0000000000000000
PC: 0x0000000080000948, INSTR: 0x013d8bb3, REG x23: 0x0000000000008000
PC: 0x000000008000094c, INSTR: 0x02001f37, REG x30: 0x0000000002001000
PC: 0x0000000080000950, INSTR: 0x006f1f13, REG x30: 0x0000000080040000
PC: 0x0000000080000954, INSTR: 0x49ff0f13, REG x30: 0x000000008004049f
PC: 0x0000000080000958, INSTR: 0x335f5b03, REG x22: 0x0000000000000000, MEM 0x00000000800407d4
PC: 0x000000008000095c, INSTR: 0x01661913, REG x18: 0x0000000000000000
PC: 0x0000000080000960, INSTR: 0x02579a13, REG x20: 0xff7c3a6000000000
PC: 0x0000000080000964, INSTR: 0x010d983b, REG x16: 0x0000000000008000
PC: 0x0000000080000968, INSTR: 0x01eddf13, REG x30: 0x0000000000000000
PC: 0x000000008000096c, INSTR: 0x01401a93, REG x21: 0x0000000000000000
PC: 0x0000000080000970, INSTR: 0x200116b7, REG x13: 0x0000000020011000
PC: 0x0000000080000974, INSTR: 0x00269693, REG x13: 0x0000000080044000
PC: 0x0000000080000978, INSTR: 0xd4068693, REG x13: 0x0000000080043d40
PC: 0x000000008000097c, INSTR: 0xf186cc03, REG x24: 0x0000000000000000, MEM 0x0000000080043c58
PC: 0x0000000080000980, INSTR: 0x017a1db3, REG x27: 0xff7c3a6000000000
PC: 0x0000000080000984, INSTR: 0x00f6a6b3, REG x13: 0x0000000000000000
PC: 0x0000000080000988, INSTR: 0x2000eeb7, REG x29: 0x000000002000e000
PC: 0x000000008000098c, INSTR: 0xb89e8e9b, REG x29: 0x000000002000db89
PC: 0x0000000080000990, INSTR: 0x002e9e93, REG x29: 0x0000000080036e24
PC: 0x0000000080000994, INSTR: 0xb50ec583, REG x11: 0x0000000000000000, MEM 0x0000000080036974
PC: 0x0000000080000998, INSTR: 0xc09ff06f
PC: 0x00000000800005a0, INSTR: 0x03759893, REG x17: 0x0000000000000000
PC: 0x00000000800005a4, INSTR: 0x023f9b93, REG x23: 0x0000000000000000
PC: 0x00000000800005a8, INSTR: 0x03b11993, REG x19: 0x0000000000000000
PC: 0x00000000800005ac, INSTR: 0x024a1713, REG x14: 0x0000000000000000
PC: 0x00000000800005b0, INSTR: 0x036c1493, REG x9: 0x0000000000000000
PC: 0x00000000800005b4, INSTR: 0x40e805b3, REG x11: 0x0000000000008000
PC: 0x00000000800005b8, INSTR: 0x01311c93, REG x25: 0x00040027f8000000
PC: 0x00000000800005bc, INSTR: 0x025b1f93, REG x31: 0x0000000000000000
PC: 0x00000000800005c0, INSTR: 0x03d59393, REG x7: 0x0000000000000000
PC: 0x00000000800005c4, INSTR: 0x00399893, REG x17: 0x0000000000000000
PC: 0x00000000800005c8, INSTR: 0x08002d37, REG x26: 0x0000000008002000
PC: 0x00000000800005cc, INSTR: 0x4c3d0d1b, REG x26: 0x00000000080024c3
PC: 0x00000000800005d0, INSTR: 0x004d1d13, REG x26: 0x0000000080024c30
PC: 0x00000000800005d4, INSTR: 0x3ecd1523, MEM 0x000000008002501a: 0x0000000000000000
PC: 0x00000000800005d8, INSTR: 0x200113b7, REG x7: 0x0000000020011000
PC: 0x00000000800005dc, INSTR: 0x00239393, REG x7: 0x0000000080044000
PC: 0x00000000800005e0, INSTR: 0x11838393, REG x7: 0x0000000080044118
PC: 0x00000000800005e4, INSTR: 0xb6d38aa3, MEM 0x0000000080043c8d: 0x0000000000000000
PC: 0x00000000800005e8, INSTR: 0x01e79d93, REG x27: 0xdffef874c0000000
PC: 0x00000000800005ec, INSTR: 0x03c41b93, REG x23: 0x0000000000000000
PC: 0x00000000800005f0, INSTR: 0x00000213, REG x4: 0x0000000000000000
PC: 0x00000000800005f4, INSTR: 0x00400193, REG x3: 0x0000000000000004
PC: 0x00000000800005f8, INSTR: 0x0040006f
PC: 0x00000000800005fc, INSTR: 0xaca4f913, REG x18: 0x0000000000000000
PC: 0x0000000080000600, INSTR: 0x200130b7, REG x1: 0x0000000020013000
PC: 0x0000000080000604, INSTR: 0x00209093, REG x1: 0x000000008004c000
PC: 0x0000000080000608, INSTR: 0xa0908093, REG x1: 0x000000008004ba09
PC: 0x000000008000060c, INSTR: 0x8ea08fa3, MEM 0x000000008004b308: 0x0000000000000001
PC: 0x0000000080000610, INSTR: 0x8100f793, REG x15: 0x000000008004b800
PC: 0x0000000080000614, INSTR: 0x00080937, REG x18: 0x0000000000080000
PC: 0x0000000080000618, INSTR: 0x0419091b, REG x18: 0x0000000000080041
PC: 0x000000008000061c, INSTR: 0x00c91913, REG x18: 0x0000000080041000
PC: 0x0000000080000620, INSTR: 0xfa590913, REG x18: 0x0000000080040fa5
PC: 0x0000000080000624, INSTR: 0xa3392fa3, MEM 0x00000000800409e4: 0x0000000000000000
PC: 0x0000000080000628, INSTR: 0x00291c93, REG x25: 0x0000000200103e94
PC: 0x000000008000062c, INSTR: 0x008402bb, REG x5: 0x0000000000000000
PC: 0x0000000080000630, INSTR: 0x00e99a93, REG x21: 0x0000000000000000
PC: 0x0000000080000634, INSTR: 0x4001a537, REG x10: 0x000000004001a000
PC: 0x0000000080000638, INSTR: 0x90b5051b, REG x10: 0x000000004001990b
PC: 0x000000008000063c, INSTR: 0x00151513, REG x10: 0x0000000080033216
PC: 0x0000000080000640, INSTR: 0x02552123, MEM 0x0000000080033238: 0x0000000000000000
PC: 0x0000000080000644, INSTR: 0x022a1893, REG x17: 0x0000000000000000
PC: 0x0000000080000648, INSTR: 0x027f1893, REG x17: 0x0000000000000000
PC: 0x000000008000064c, INSTR: 0x00a01f13, REG x30: 0x0000000000000000
PC: 0x0000000080000650, INSTR: 0x00120213, REG x4: 0x0000000000000001
PC: 0x0000000080000654, INSTR: 0xfa3244e3
PC: 0x00000000800005fc, INSTR: 0xaca4f913, REG x18: 0x0000000000000000
PC: 0x0000000080000600, INSTR: 0x200130b7, REG x1: 0x0000000020013000
PC: 0x0000000080000604, INSTR: 0x00209093, REG x1: 0x000000008004c000
PC: 0x0000000080000608, INSTR: 0xa0908093, REG x1: 0x000000008004ba09
PC: 0x000000008000060c, INSTR: 0x8ea08fa3, MEM 0x000000008004b308: 0x0000000000000016
PC: 0x0000000080000610, INSTR: 0x8100f793, REG x15: 0x000000008004b800
PC: 0x0000000080000614, INSTR: 0x00080937, REG x18: 0x0000000000080000
PC: 0x0000000080000618, INSTR: 0x0419091b, REG x18: 0x0000000000080041
PC: 0x000000008000061c, INSTR: 0x00c91913, REG x18: 0x0000000080041000
PC: 0x0000000080000620, INSTR: 0xfa590913, REG x18: 0x0000000080040fa5
PC: 0x0000000080000624, INSTR: 0xa3392fa3, MEM 0x00000000800409e4: 0x0000000000000000
PC: 0x0000000080000628, INSTR: 0x00291c93, REG x25: 0x0000000200103e94
PC: 0x000000008000062c, INSTR: 0x008402bb, REG x5: 0x0000000000000000
PC: 0x0000000080000630, INSTR: 0x00e99a93, REG x21: 0x0000000000000000
PC: 0x0000000080000634, INSTR: 0x4001a537, REG x10: 0x000000004001a000
PC: 0x0000000080000638, INSTR: 0x90b5051b, REG x10: 0x000000004001990b
PC: 0x000000008000063c, INSTR: 0x00151513, REG x10: 0x0000000080033216
PC: 0x0000000080000640, INSTR: 0x02552123, MEM 0x0000000080033238: 0x0000000000000000
PC: 0x0000000080000644, INSTR: 0x022a1893, REG x17: 0x0000000000000000
PC: 0x0000000080000648, INSTR: 0x027f1893, REG x17: 0x0000000000000000
PC: 0x000000008000064c, INSTR: 0x00a01f13, REG x30: 0x0000000000000000
PC: 0x0000000080000650, INSTR: 0x00120213, REG x4: 0x0000000000000002
PC: 0x0000000080000654, INSTR: 0xfa3244e3
PC: 0x00000000800005fc, INSTR: 0xaca4f913, REG x18: 0x0000000000000000
PC: 0x0000000080000600, INSTR: 0x200130b7, REG x1: 0x0000000020013000
PC: 0x0000000080000604, INSTR: 0x00209093, REG x1: 0x000000008004c000
PC: 0x0000000080000608, INSTR: 0xa0908093, REG x1: 0x000000008004ba09
PC: 0x000000008000060c, INSTR: 0x8ea08fa3, MEM 0x000000008004b308: 0x0000000000000016
PC: 0x0000000080000610, INSTR: 0x8100f793, REG x15: 0x000000008004b800
PC: 0x0000000080000614, INSTR: 0x00080937, REG x18: 0x0000000000080000
PC: 0x0000000080000618, INSTR: 0x0419091b, REG x18: 0x0000000000080041
PC: 0x000000008000061c, INSTR: 0x00c91913, REG x18: 0x0000000080041000
PC: 0x0000000080000620, INSTR: 0xfa590913, REG x18: 0x0000000080040fa5
PC: 0x0000000080000624, INSTR: 0xa3392fa3, MEM 0x00000000800409e4: 0x0000000000000000
PC: 0x0000000080000628, INSTR: 0x00291c93, REG x25: 0x0000000200103e94
PC: 0x000000008000062c, INSTR: 0x008402bb, REG x5: 0x0000000000000000
PC: 0x0000000080000630, INSTR: 0x00e99a93, REG x21: 0x0000000000000000
PC: 0x0000000080000634, INSTR: 0x4001a537, REG x10: 0x000000004001a000
PC: 0x0000000080000638, INSTR: 0x90b5051b, REG x10: 0x000000004001990b
PC: 0x000000008000063c, INSTR: 0x00151513, REG x10: 0x0000000080033216
PC: 0x0000000080000640, INSTR: 0x02552123, MEM 0x0000000080033238: 0x0000000000000000
PC: 0x0000000080000644, INSTR: 0x022a1893, REG x17: 0x0000000000000000
PC: 0x0000000080000648, INSTR: 0x027f1893, REG x17: 0x0000000000000000
PC: 0x000000008000064c, INSTR: 0x00a01f13, REG x30: 0x0000000000000000
PC: 0x0000000080000650, INSTR: 0x00120213, REG x4: 0x0000000000000003
PC: 0x0000000080000654, INSTR: 0xfa3244e3
PC: 0x00000000800005fc, INSTR: 0xaca4f913, REG x18: 0x0000000000000000
PC: 0x0000000080000600, INSTR: 0x200130b7, REG x1: 0x0000000020013000
PC: 0x0000000080000604, INSTR: 0x00209093, REG x1: 0x000000008004c000
PC: 0x0000000080000608, INSTR: 0xa0908093, REG x1: 0x000000008004ba09
PC: 0x000000008000060c, INSTR: 0x8ea08fa3, MEM 0x000000008004b308: 0x0000000000000016
PC: 0x0000000080000610, INSTR: 0x8100f793, REG x15: 0x000000008004b800
PC: 0x0000000080000614, INSTR: 0x00080937, REG x18: 0x0000000000080000
PC: 0x0000000080000618, INSTR: 0x0419091b, REG x18: 0x0000000000080041
PC: 0x000000008000061c, INSTR: 0x00c91913, REG x18: 0x0000000080041000
PC: 0x0000000080000620, INSTR: 0xfa590913, REG x18: 0x0000000080040fa5
PC: 0x0000000080000624, INSTR: 0xa3392fa3, MEM 0x00000000800409e4: 0x0000000000000000
PC: 0x0000000080000628, INSTR: 0x00291c93, REG x25: 0x0000000200103e94
PC: 0x000000008000062c, INSTR: 0x008402bb, REG x5: 0x0000000000000000
PC: 0x0000000080000630, INSTR: 0x00e99a93, REG x21: 0x0000000000000000
PC: 0x0000000080000634, INSTR: 0x4001a537, REG x10: 0x000000004001a000
PC: 0x0000000080000638, INSTR: 0x90b5051b, REG x10: 0x000000004001990b
PC: 0x000000008000063c, INSTR: 0x00151513, REG x10: 0x0000000080033216
PC: 0x0000000080000640, INSTR: 0x02552123, MEM 0x0000000080033238: 0x0000000000000000
PC: 0x0000000080000644, INSTR: 0x022a1893, REG x17: 0x0000000000000000
PC: 0x0000000080000648, INSTR: 0x027f1893, REG x17: 0x0000000000000000
PC: 0x000000008000064c, INSTR: 0x00a01f13, REG x30: 0x0000000000000000
PC: 0x0000000080000650, INSTR: 0x00120213, REG x4: 0x0000000000000004
PC: 0x0000000080000654, INSTR: 0xfa3244e3
PC: 0x0000000080000658, INSTR: 0x0040006f
PC: 0x000000008000065c, INSTR: 0x00400b93, REG x23: 0x0000000000000004
PC: 0x0000000080000660, INSTR: 0x00100813, REG x16: 0x0000000000000001
PC: 0x0000000080000664, INSTR: 0x0040006f
PC: 0x0000000080000668, INSTR: 0x016e1613, REG x12: 0x0000000000000000
PC: 0x000000008000066c, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080000670, INSTR: 0x002e1e13, REG x28: 0x0000000080044000
PC: 0x0000000080000674, INSTR: 0xa05e0e13, REG x28: 0x0000000080043a05
PC: 0x0000000080000678, INSTR: 0xa74e4d83, REG x27: 0x0000000000000000, MEM 0x0000000080043479
PC: 0x000000008000067c, INSTR: 0x02c81f93, REG x31: 0x0000100000000000
PC: 0x0000000080000680, INSTR: 0x00e82633, REG x12: 0x0000000000000000
PC: 0x0000000080000684, INSTR: 0x02cf1a13, REG x20: 0x0000000000000000
PC: 0x0000000080000688, INSTR: 0x013b1a93, REG x21: 0x0000000000000000
PC: 0x000000008000068c, INSTR: 0xfffb8b93, REG x23: 0x0000000000000003
PC: 0x0000000080000690, INSTR: 0xfd0bdce3
PC: 0x0000000080000668, INSTR: 0x016e1613, REG x12: 0x0020010e81400000
PC: 0x000000008000066c, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080000670, INSTR: 0x002e1e13, REG x28: 0x0000000080044000
PC: 0x0000000080000674, INSTR: 0xa05e0e13, REG x28: 0x0000000080043a05
PC: 0x0000000080000678, INSTR: 0xa74e4d83, REG x27: 0x0000000000000000, MEM 0x0000000080043479
PC: 0x000000008000067c, INSTR: 0x02c81f93, REG x31: 0x0000100000000000
PC: 0x0000000080000680, INSTR: 0x00e82633, REG x12: 0x0000000000000000
PC: 0x0000000080000684, INSTR: 0x02cf1a13, REG x20: 0x0000000000000000
PC: 0x0000000080000688, INSTR: 0x013b1a93, REG x21: 0x0000000000000000
PC: 0x000000008000068c, INSTR: 0xfffb8b93, REG x23: 0x0000000000000002
PC: 0x0000000080000690, INSTR: 0xfd0bdce3
PC: 0x0000000080000668, INSTR: 0x016e1613, REG x12: 0x0020010e81400000
PC: 0x000000008000066c, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080000670, INSTR: 0x002e1e13, REG x28: 0x0000000080044000
PC: 0x0000000080000674, INSTR: 0xa05e0e13, REG x28: 0x0000000080043a05
PC: 0x0000000080000678, INSTR: 0xa74e4d83, REG x27: 0x0000000000000000, MEM 0x0000000080043479
PC: 0x000000008000067c, INSTR: 0x02c81f93, REG x31: 0x0000100000000000
PC: 0x0000000080000680, INSTR: 0x00e82633, REG x12: 0x0000000000000000
PC: 0x0000000080000684, INSTR: 0x02cf1a13, REG x20: 0x0000000000000000
PC: 0x0000000080000688, INSTR: 0x013b1a93, REG x21: 0x0000000000000000
PC: 0x000000008000068c, INSTR: 0xfffb8b93, REG x23: 0x0000000000000001
PC: 0x0000000080000690, INSTR: 0xfd0bdce3
PC: 0x0000000080000668, INSTR: 0x016e1613, REG x12: 0x0020010e81400000
PC: 0x000000008000066c, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080000670, INSTR: 0x002e1e13, REG x28: 0x0000000080044000
PC: 0x0000000080000674, INSTR: 0xa05e0e13, REG x28: 0x0000000080043a05
PC: 0x0000000080000678, INSTR: 0xa74e4d83, REG x27: 0x0000000000000000, MEM 0x0000000080043479
PC: 0x000000008000067c, INSTR: 0x02c81f93, REG x31: 0x0000100000000000
PC: 0x0000000080000680, INSTR: 0x00e82633, REG x12: 0x0000000000000000
PC: 0x0000000080000684, INSTR: 0x02cf1a13, REG x20: 0x0000000000000000
PC: 0x0000000080000688, INSTR: 0x013b1a93, REG x21: 0x0000000000000000
PC: 0x000000008000068c, INSTR: 0xfffb8b93, REG x23: 0x0000000000000000
PC: 0x0000000080000690, INSTR: 0xfd0bdce3
PC: 0x0000000080000694, INSTR: 0x0040006f
PC: 0x0000000080000698, INSTR: 0x03589193, REG x3: 0x0000000000000000
PC: 0x000000008000069c, INSTR: 0x16d48293, REG x5: 0x000000000000016d
PC: 0x00000000800006a0, INSTR: 0x001ba233, REG x4: 0x0000000000000001
PC: 0x00000000800006a4, INSTR: 0x020f9613, REG x12: 0x0000000000000000
PC: 0x00000000800006a8, INSTR: 0x40024bb7, REG x23: 0x0000000040024000
PC: 0x00000000800006ac, INSTR: 0x461b8b9b, REG x23: 0x0000000040024461
PC: 0x00000000800006b0, INSTR: 0x001b9b93, REG x23: 0x00000000800488c2
PC: 0x00000000800006b4, INSTR: 0x9e9bc983, REG x19: 0x0000000000000000, MEM 0x00000000800482ab
