PC: 0x0000000080000000, INSTR: 0x080055b7, REG x11: 0x0000000008005000
PC: 0x0000000080000768, INSTR: 0x00400693, REG x13: 0x0000000000000004
PC: 0x000000008000076c, INSTR: 0x0040006f
PC: 0x0000000080000770, INSTR: 0x200119b7, REG x19: 0x0000000020011000
PC: 0x0000000080000774, INSTR: 0x00299993, REG x19: 0x0000000080044000
PC: 0x0000000080000778, INSTR: 0x3e698993, REG x19: 0x00000000800443e6
PC: 0x000000008000077c, INSTR: 0xfea9ac83, REG x25: 0x0000000000000000, MEM 0x00000000800443d0
PC: 0x0000000080000780, INSTR: 0xee1ba413, REG x8: 0x0000000000000000
PC: 0x0000000080000784, INSTR: 0x00160613, REG x12: 0x0000000000000001
PC: 0x0000000080000788, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000078c, INSTR: 0x00400793, REG x15: 0x0000000000000004
PC: 0x0000000080000790, INSTR: 0x01dfe463
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000001
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000002
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000003
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000004
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x00000000800007d8, INSTR: 0x0040006f
PC: 0x00000000800007dc, INSTR: 0xf8d66ae3
PC: 0x0000000080000770, INSTR: 0x200119b7, REG x19: 0x0000000020011000
PC: 0x0000000080000774, INSTR: 0x00299993, REG x19: 0x0000000080044000
PC: 0x0000000080000778, INSTR: 0x3e698993, REG x19: 0x00000000800443e6
PC: 0x000000008000077c, INSTR: 0xfea9ac83, REG x25: 0x0000000000000000, MEM 0x00000000800443d0
PC: 0x0000000080000780, INSTR: 0xee1ba413, REG x8: 0x0000000000000000
PC: 0x0000000080000784, INSTR: 0x00160613, REG x12: 0x0000000000000002
PC: 0x0000000080000788, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000078c, INSTR: 0x00400793, REG x15: 0x0000000000000004
PC: 0x0000000080000790, INSTR: 0x01dfe463
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000001
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000002
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000003
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000004
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x00000000800007d8, INSTR: 0x0040006f
PC: 0x00000000800007dc, INSTR: 0xf8d66ae3
PC: 0x0000000080000770, INSTR: 0x200119b7, REG x19: 0x0000000020011000
PC: 0x0000000080000774, INSTR: 0x00299993, REG x19: 0x0000000080044000
PC: 0x0000000080000778, INSTR: 0x3e698993, REG x19: 0x00000000800443e6
PC: 0x000000008000077c, INSTR: 0xfea9ac83, REG x25: 0x0000000000000000, MEM 0x00000000800443d0
PC: 0x0000000080000780, INSTR: 0xee1ba413, REG x8: 0x0000000000000000
PC: 0x0000000080000784, INSTR: 0x00160613, REG x12: 0x0000000000000003
PC: 0x0000000080000788, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000078c, INSTR: 0x00400793, REG x15: 0x0000000000000004
PC: 0x0000000080000790, INSTR: 0x01dfe463
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000001
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000002
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000003
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000004
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x00000000800007d8, INSTR: 0x0040006f
PC: 0x00000000800007dc, INSTR: 0xf8d66ae3
PC: 0x0000000080000770, INSTR: 0x200119b7, REG x19: 0x0000000020011000
PC: 0x0000000080000774, INSTR: 0x00299993, REG x19: 0x0000000080044000
PC: 0x0000000080000778, INSTR: 0x3e698993, REG x19: 0x00000000800443e6
PC: 0x000000008000077c, INSTR: 0xfea9ac83, REG x25: 0x0000000000000000, MEM 0x00000000800443d0
PC: 0x0000000080000780, INSTR: 0xee1ba413, REG x8: 0x0000000000000000
PC: 0x0000000080000784, INSTR: 0x00160613, REG x12: 0x0000000000000004
PC: 0x0000000080000788, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000078c, INSTR: 0x00400793, REG x15: 0x0000000000000004
PC: 0x0000000080000790, INSTR: 0x01dfe463
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000001
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000002
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000003
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x0000000080000798, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x000000008000079c, INSTR: 0x00ee6463
PC: 0x00000000800007a0, INSTR: 0x0040006f
PC: 0x00000000800007a4, INSTR: 0x00b26463
PC: 0x00000000800007a8, INSTR: 0x0040006f
PC: 0x00000000800007ac, INSTR: 0x00080c37, REG x24: 0x0000000000080000
PC: 0x00000000800007b0, INSTR: 0x045c0c1b, REG x24: 0x0000000000080045
PC: 0x00000000800007b4, INSTR: 0x00cc1c13, REG x24: 0x0000000080045000
PC: 0x00000000800007b8, INSTR: 0xb77c0c13, REG x24: 0x0000000080044b77
PC: 0x00000000800007bc, INSTR: 0xfb9c5c03, REG x24: 0x0000000000000000, MEM 0x0000000080044b30
PC: 0x00000000800007c0, INSTR: 0x00080eb7, REG x29: 0x0000000000080000
PC: 0x00000000800007c4, INSTR: 0x04fe8e9b, REG x29: 0x000000000008004f
PC: 0x00000000800007c8, INSTR: 0x00ce9e93, REG x29: 0x000000008004f000
PC: 0x00000000800007cc, INSTR: 0xde1e8e93, REG x29: 0x000000008004ede1
PC: 0x00000000800007d0, INSTR: 0x0caea9a3, MEM 0x000000008004eeb4: 0x0000000000000004
PC: 0x00000000800007d4, INSTR: 0xfcf562e3
PC: 0x00000000800007d8, INSTR: 0x0040006f
PC: 0x00000000800007dc, INSTR: 0xf8d66ae3
PC: 0x00000000800007e0, INSTR: 0x0040006f
PC: 0x00000000800007e4, INSTR: 0x4001ff37, REG x30: 0x000000004001f000
PC: 0x00000000800007e8, INSTR: 0x001f1f13, REG x30: 0x000000008003e000
PC: 0x00000000800007ec, INSTR: 0xe77f0f13, REG x30: 0x000000008003de77
PC: 0x00000000800007f0, INSTR: 0x339f3b03, REG x22: 0x0000000000000000, MEM 0x000000008003e1b0
PC: 0x00000000800007f4, INSTR: 0x100074b7, REG x9: 0x0000000010007000
PC: 0x00000000800007f8, INSTR: 0x00349493, REG x9: 0x0000000080038000
PC: 0x00000000800007fc, INSTR: 0x7f448493, REG x9: 0x00000000800387f4
PC: 0x0000000080000800, INSTR: 0x0834a023, MEM 0x0000000080038874: 0x0000000000000004
PC: 0x0000000080000804, INSTR: 0x132c6863
PC: 0x0000000080000934, INSTR: 0x0040006f
PC: 0x0000000080000938, INSTR: 0x00000c93, REG x25: 0x0000000000000000
PC: 0x000000008000093c, INSTR: 0x00400693, REG x13: 0x0000000000000004
PC: 0x0000000080000940, INSTR: 0x0040006f
PC: 0x0000000080000944, INSTR: 0x001c8c93, REG x25: 0x0000000000000001
PC: 0x0000000080000948, INSTR: 0x0058e463
PC: 0x0000000080000950, INSTR: 0x01707463
PC: 0x0000000080000954, INSTR: 0x0040006f
PC: 0x0000000080000958, INSTR: 0xfedce6e3
PC: 0x0000000080000944, INSTR: 0x001c8c93, REG x25: 0x0000000000000002
PC: 0x0000000080000948, INSTR: 0x0058e463
PC: 0x0000000080000950, INSTR: 0x01707463
PC: 0x0000000080000954, INSTR: 0x0040006f
PC: 0x0000000080000958, INSTR: 0xfedce6e3
PC: 0x0000000080000944, INSTR: 0x001c8c93, REG x25: 0x0000000000000003
PC: 0x0000000080000948, INSTR: 0x0058e463
PC: 0x0000000080000950, INSTR: 0x01707463
PC: 0x0000000080000954, INSTR: 0x0040006f
PC: 0x0000000080000958, INSTR: 0xfedce6e3
PC: 0x0000000080000944, INSTR: 0x001c8c93, REG x25: 0x0000000000000004
PC: 0x0000000080000948, INSTR: 0x0058e463
PC: 0x0000000080000950, INSTR: 0x01707463
PC: 0x0000000080000954, INSTR: 0x0040006f
PC: 0x0000000080000958, INSTR: 0xfedce6e3
PC: 0x000000008000095c, INSTR: 0x0040006f
PC: 0x0000000080000960, INSTR: 0x004e6463
PC: 0x0000000080000964, INSTR: 0x0040006f
PC: 0x0000000080000968, INSTR: 0x0073e463
PC: 0x000000008000096c, INSTR: 0x0040006f
PC: 0x0000000080000970, INSTR: 0x2043e263
PC: 0x0000000080000974, INSTR: 0x0040006f
PC: 0x0000000080000978, INSTR: 0x403c0bbb, REG x23: 0xfffffffffffffffc
PC: 0x000000008000097c, INSTR: 0x00000493, REG x9: 0x0000000000000000
PC: 0x0000000080000980, INSTR: 0x00400a93, REG x21: 0x0000000000000004
PC: 0x0000000080000984, INSTR: 0x0040006f
PC: 0x0000000080000988, INSTR: 0x00148493, REG x9: 0x0000000000000001
PC: 0x000000008000098c, INSTR: 0x00000c93, REG x25: 0x0000000000000000
PC: 0x0000000080000990, INSTR: 0x00400a13, REG x20: 0x0000000000000004
PC: 0x0000000080000994, INSTR: 0x013a6463
PC: 0x000000008000099c, INSTR: 0x001c8c93, REG x25: 0x0000000000000001
PC: 0x00000000800009a0, INSTR: 0xff4ceee3
PC: 0x000000008000099c, INSTR: 0x001c8c93, REG x25: 0x0000000000000002
PC: 0x00000000800009a0, INSTR: 0xff4ceee3
PC: 0x000000008000099c, INSTR: 0x001c8c93, REG x25: 0x0000000000000003
PC: 0x00000000800009a0, INSTR: 0xff4ceee3
PC: 0x000000008000099c, INSTR: 0x001c8c93, REG x25: 0x0000000000000004
PC: 0x00000000800009a0, INSTR: 0xff4ceee3
