PC: 0x0000000080000000, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x00000000800010d8, INSTR: 0x42a8de93, REG x29: 0x0000000000000000
PC: 0x00000000800010dc, INSTR: 0x01c70233, REG x4: 0xffffffffffffffff
PC: 0x00000000800010e0, INSTR: 0x43c7d713, REG x14: 0x0000000000000000
PC: 0x00000000800010e4, INSTR: 0x016d993b, REG x18: 0x0000000006000000
PC: 0x00000000800010e8, INSTR: 0x43c9da93, REG x21: 0x0000000000000000
PC: 0x00000000800010ec, INSTR: 0x4060dd13, REG x26: 0x0000000002000017
PC: 0x00000000800010f0, INSTR: 0x01f06733, REG x14: 0x0000000000000000
PC: 0x00000000800010f4, INSTR: 0x41b00bb3, REG x23: 0xffffffff7ffb2ffa
PC: 0x00000000800010f8, INSTR: 0x00400f93, REG x31: 0x0000000000000004
PC: 0x00000000800010fc, INSTR: 0x00100793, REG x15: 0x0000000000000001
PC: 0x0000000080001100, INSTR: 0x0040006f
PC: 0x0000000080001104, INSTR: 0x40f95d93, REG x27: 0x0000000000000c00
PC: 0x0000000080001108, INSTR: 0x43a8d893, REG x17: 0x0000000000000000
PC: 0x000000008000110c, INSTR: 0x41cfd713, REG x14: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x42e15613, REG x12: 0x0000000000000000
PC: 0x0000000080001114, INSTR: 0x00d00d3b, REG x26: 0xffffffffcde3e000
PC: 0x0000000080001118, INSTR: 0x42dd5d13, REG x26: 0xffffffffffffffff
PC: 0x000000008000111c, INSTR: 0x40c5083b, REG x16: 0xffffffffffffffff
PC: 0x0000000080001120, INSTR: 0x40345913, REG x18: 0x0000000000000000
PC: 0x0000000080001124, INSTR: 0xfd716a13, REG x20: 0xffffffffffffffd7
PC: 0x0000000080001128, INSTR: 0x43565693, REG x13: 0x0000000000000000
PC: 0x000000008000112c, INSTR: 0x4169de93, REG x29: 0x0000000000000000
PC: 0x0000000080001130, INSTR: 0x4001f537, REG x10: 0x000000004001f000
PC: 0x0000000080001134, INSTR: 0x00151513, REG x10: 0x000000008003e000
PC: 0x0000000080001138, INSTR: 0xba250513, REG x10: 0x000000008003dba2
PC: 0x000000008000113c, INSTR: 0xd4851503, REG x10: 0x0000000000000000, MEM 0x000000008003d8ea
PC: 0x0000000080001140, INSTR: 0xffff8f93, REG x31: 0x0000000000000003
PC: 0x0000000080001144, INSTR: 0xfcfff0e3
PC: 0x0000000080001104, INSTR: 0x40f95d93, REG x27: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x43a8d893, REG x17: 0x0000000000000000
PC: 0x000000008000110c, INSTR: 0x41cfd713, REG x14: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x42e15613, REG x12: 0x0000000000000000
PC: 0x0000000080001114, INSTR: 0x00d00d3b, REG x26: 0x0000000000000000
PC: 0x0000000080001118, INSTR: 0x42dd5d13, REG x26: 0x0000000000000000
PC: 0x000000008000111c, INSTR: 0x40c5083b, REG x16: 0x0000000000000000
PC: 0x0000000080001120, INSTR: 0x40345913, REG x18: 0x0000000000000000
PC: 0x0000000080001124, INSTR: 0xfd716a13, REG x20: 0xffffffffffffffd7
PC: 0x0000000080001128, INSTR: 0x43565693, REG x13: 0x0000000000000000
PC: 0x000000008000112c, INSTR: 0x4169de93, REG x29: 0x0000000000000000
PC: 0x0000000080001130, INSTR: 0x4001f537, REG x10: 0x000000004001f000
PC: 0x0000000080001134, INSTR: 0x00151513, REG x10: 0x000000008003e000
PC: 0x0000000080001138, INSTR: 0xba250513, REG x10: 0x000000008003dba2
PC: 0x000000008000113c, INSTR: 0xd4851503, REG x10: 0x0000000000000000, MEM 0x000000008003d8ea
PC: 0x0000000080001140, INSTR: 0xffff8f93, REG x31: 0x0000000000000002
PC: 0x0000000080001144, INSTR: 0xfcfff0e3
PC: 0x0000000080001104, INSTR: 0x40f95d93, REG x27: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x43a8d893, REG x17: 0x0000000000000000
PC: 0x000000008000110c, INSTR: 0x41cfd713, REG x14: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x42e15613, REG x12: 0x0000000000000000
PC: 0x0000000080001114, INSTR: 0x00d00d3b, REG x26: 0x0000000000000000
PC: 0x0000000080001118, INSTR: 0x42dd5d13, REG x26: 0x0000000000000000
PC: 0x000000008000111c, INSTR: 0x40c5083b, REG x16: 0x0000000000000000
PC: 0x0000000080001120, INSTR: 0x40345913, REG x18: 0x0000000000000000
PC: 0x0000000080001124, INSTR: 0xfd716a13, REG x20: 0xffffffffffffffd7
PC: 0x0000000080001128, INSTR: 0x43565693, REG x13: 0x0000000000000000
PC: 0x000000008000112c, INSTR: 0x4169de93, REG x29: 0x0000000000000000
PC: 0x0000000080001130, INSTR: 0x4001f537, REG x10: 0x000000004001f000
PC: 0x0000000080001134, INSTR: 0x00151513, REG x10: 0x000000008003e000
PC: 0x0000000080001138, INSTR: 0xba250513, REG x10: 0x000000008003dba2
PC: 0x000000008000113c, INSTR: 0xd4851503, REG x10: 0x0000000000000000, MEM 0x000000008003d8ea
PC: 0x0000000080001140, INSTR: 0xffff8f93, REG x31: 0x0000000000000001
PC: 0x0000000080001144, INSTR: 0xfcfff0e3
PC: 0x0000000080001104, INSTR: 0x40f95d93, REG x27: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x43a8d893, REG x17: 0x0000000000000000
PC: 0x000000008000110c, INSTR: 0x41cfd713, REG x14: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x42e15613, REG x12: 0x0000000000000000
PC: 0x0000000080001114, INSTR: 0x00d00d3b, REG x26: 0x0000000000000000
PC: 0x0000000080001118, INSTR: 0x42dd5d13, REG x26: 0x0000000000000000
PC: 0x000000008000111c, INSTR: 0x40c5083b, REG x16: 0x0000000000000000
PC: 0x0000000080001120, INSTR: 0x40345913, REG x18: 0x0000000000000000
PC: 0x0000000080001124, INSTR: 0xfd716a13, REG x20: 0xffffffffffffffd7
PC: 0x0000000080001128, INSTR: 0x43565693, REG x13: 0x0000000000000000
PC: 0x000000008000112c, INSTR: 0x4169de93, REG x29: 0x0000000000000000
PC: 0x0000000080001130, INSTR: 0x4001f537, REG x10: 0x000000004001f000
PC: 0x0000000080001134, INSTR: 0x00151513, REG x10: 0x000000008003e000
PC: 0x0000000080001138, INSTR: 0xba250513, REG x10: 0x000000008003dba2
PC: 0x000000008000113c, INSTR: 0xd4851503, REG x10: 0x0000000000000000, MEM 0x000000008003d8ea
PC: 0x0000000080001140, INSTR: 0xffff8f93, REG x31: 0x0000000000000000
PC: 0x0000000080001144, INSTR: 0xfcfff0e3
PC: 0x0000000080001148, INSTR: 0x0040006f
PC: 0x000000008000114c, INSTR: 0x41275f93, REG x31: 0x0000000000000000
PC: 0x0000000080001150, INSTR: 0x43a95893, REG x17: 0x0000000000000000
PC: 0x0000000080001154, INSTR: 0x431cdd13, REG x26: 0x0000000000000000
PC: 0x0000000080001158, INSTR: 0x41ef023b, REG x4: 0x0000000000000000
PC: 0x000000008000115c, INSTR: 0x430cd513, REG x10: 0x0000000000000000
PC: 0x0000000080001160, INSTR: 0x000807b7, REG x15: 0x0000000000080000
PC: 0x0000000080001164, INSTR: 0x04f7879b, REG x15: 0x000000000008004f
PC: 0x0000000080001168, INSTR: 0x00c79793, REG x15: 0x000000008004f000
PC: 0x000000008000116c, INSTR: 0x18778793, REG x15: 0x000000008004f187
PC: 0x0000000080001170, INSTR: 0xf697a403, REG x8: 0x0000000000000000, MEM 0x000000008004f0f0
PC: 0x0000000080001174, INSTR: 0x41b1d913, REG x18: 0xfffffffffffffb44
PC: 0x0000000080001178, INSTR: 0x4001b5b7, REG x11: 0x000000004001b000
PC: 0x000000008000117c, INSTR: 0x00159593, REG x11: 0x0000000080036000
PC: 0x0000000080001180, INSTR: 0xf5158593, REG x11: 0x0000000080035f51
PC: 0x0000000080001184, INSTR: 0xc77597a3, MEM 0x0000000080035bc0: 0x0000000000002ffa
PC: 0x0000000080001188, INSTR: 0x409d5413, REG x8: 0x0000000000000000
PC: 0x000000008000118c, INSTR: 0x003211bb, REG x3: 0x0000000000000000
PC: 0x0000000080001190, INSTR: 0xb25ff06f
PC: 0x0000000080000cb4, INSTR: 0x008b9c3b, REG x24: 0x000000007ffb2ffa
PC: 0x0000000080000cb8, INSTR: 0x42c2df13, REG x30: 0x0000000000000000
PC: 0x0000000080000cbc, INSTR: 0xce56f893, REG x17: 0x0000000000000000
PC: 0x0000000080000cc0, INSTR: 0x4092d193, REG x3: 0x0000000000000000
PC: 0x0000000080000cc4, INSTR: 0x40545613, REG x12: 0x0000000000000000
PC: 0x0000000080000cc8, INSTR: 0x43e1da13, REG x20: 0x0000000000000000
PC: 0x0000000080000ccc, INSTR: 0x41105613, REG x12: 0x0000000000000000
PC: 0x0000000080000cd0, INSTR: 0x426f5b93, REG x23: 0x0000000000000000
PC: 0x0000000080000cd4, INSTR: 0x40cdd733, REG x14: 0x0000000000000000
PC: 0x0000000080000cd8, INSTR: 0x41ebd193, REG x3: 0x0000000000000000
PC: 0x0000000080000cdc, INSTR: 0x00958433, REG x8: 0x000000008003a618
PC: 0x0000000080000ce0, INSTR: 0x00400d93, REG x27: 0x0000000000000004
PC: 0x0000000080000ce4, INSTR: 0x00000c93, REG x25: 0x0000000000000000
PC: 0x0000000080000ce8, INSTR: 0x0040006f
PC: 0x0000000080000cec, INSTR: 0xd1c97a93, REG x21: 0xfffffffffffff904
PC: 0x0000000080000cf0, INSTR: 0x40b9df3b, REG x30: 0x0000000000000000
PC: 0x0000000080000cf4, INSTR: 0x40d90633, REG x12: 0xfffffffffffffb44
PC: 0x0000000080000cf8, INSTR: 0x01783633, REG x12: 0x0000000000000000
PC: 0x0000000080000cfc, INSTR: 0x431eda93, REG x21: 0x0000000000000000
PC: 0x0000000080000d00, INSTR: 0x438bd213, REG x4: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0x402e5713, REG x14: 0xffffffffffffffff
PC: 0x0000000080000d08, INSTR: 0x008ce9b3, REG x19: 0x000000008003a618
PC: 0x0000000080000d0c, INSTR: 0x429a5f93, REG x31: 0x0000000000000000
PC: 0x0000000080000d10, INSTR: 0x00f98a33, REG x20: 0x000000010008979f
PC: 0x0000000080000d14, INSTR: 0x4023db13, REG x22: 0x0000000000000000
PC: 0x0000000080000d18, INSTR: 0x0166b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080000d1c, INSTR: 0x01c7c2b3, REG x5: 0xffffffff7ffb0e78
PC: 0x0000000080000d20, INSTR: 0x019545b3, REG x11: 0x0000000000000000
PC: 0x0000000080000d24, INSTR: 0xfffd8d93, REG x27: 0x0000000000000003
PC: 0x0000000080000d28, INSTR: 0xfd9d92e3
PC: 0x0000000080000cec, INSTR: 0xd1c97a93, REG x21: 0xfffffffffffff904
PC: 0x0000000080000cf0, INSTR: 0x40b9df3b, REG x30: 0xffffffff8003a618
PC: 0x0000000080000cf4, INSTR: 0x40d90633, REG x12: 0xfffffffffffffb44
PC: 0x0000000080000cf8, INSTR: 0x01783633, REG x12: 0x0000000000000000
PC: 0x0000000080000cfc, INSTR: 0x431eda93, REG x21: 0x0000000000000000
PC: 0x0000000080000d00, INSTR: 0x438bd213, REG x4: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0x402e5713, REG x14: 0xffffffffffffffff
PC: 0x0000000080000d08, INSTR: 0x008ce9b3, REG x19: 0x000000008003a618
PC: 0x0000000080000d0c, INSTR: 0x429a5f93, REG x31: 0x0000000000000000
PC: 0x0000000080000d10, INSTR: 0x00f98a33, REG x20: 0x000000010008979f
PC: 0x0000000080000d14, INSTR: 0x4023db13, REG x22: 0x0000000000000000
PC: 0x0000000080000d18, INSTR: 0x0166b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080000d1c, INSTR: 0x01c7c2b3, REG x5: 0xffffffff7ffb0e78
PC: 0x0000000080000d20, INSTR: 0x019545b3, REG x11: 0x0000000000000000
PC: 0x0000000080000d24, INSTR: 0xfffd8d93, REG x27: 0x0000000000000002
PC: 0x0000000080000d28, INSTR: 0xfd9d92e3
PC: 0x0000000080000cec, INSTR: 0xd1c97a93, REG x21: 0xfffffffffffff904
PC: 0x0000000080000cf0, INSTR: 0x40b9df3b, REG x30: 0xffffffff8003a618
PC: 0x0000000080000cf4, INSTR: 0x40d90633, REG x12: 0xfffffffffffffb44
PC: 0x0000000080000cf8, INSTR: 0x01783633, REG x12: 0x0000000000000000
PC: 0x0000000080000cfc, INSTR: 0x431eda93, REG x21: 0x0000000000000000
PC: 0x0000000080000d00, INSTR: 0x438bd213, REG x4: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0x402e5713, REG x14: 0xffffffffffffffff
PC: 0x0000000080000d08, INSTR: 0x008ce9b3, REG x19: 0x000000008003a618
PC: 0x0000000080000d0c, INSTR: 0x429a5f93, REG x31: 0x0000000000000000
PC: 0x0000000080000d10, INSTR: 0x00f98a33, REG x20: 0x000000010008979f
PC: 0x0000000080000d14, INSTR: 0x4023db13, REG x22: 0x0000000000000000
PC: 0x0000000080000d18, INSTR: 0x0166b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080000d1c, INSTR: 0x01c7c2b3, REG x5: 0xffffffff7ffb0e78
PC: 0x0000000080000d20, INSTR: 0x019545b3, REG x11: 0x0000000000000000
PC: 0x0000000080000d24, INSTR: 0xfffd8d93, REG x27: 0x0000000000000001
PC: 0x0000000080000d28, INSTR: 0xfd9d92e3
PC: 0x0000000080000cec, INSTR: 0xd1c97a93, REG x21: 0xfffffffffffff904
PC: 0x0000000080000cf0, INSTR: 0x40b9df3b, REG x30: 0xffffffff8003a618
PC: 0x0000000080000cf4, INSTR: 0x40d90633, REG x12: 0xfffffffffffffb44
PC: 0x0000000080000cf8, INSTR: 0x01783633, REG x12: 0x0000000000000000
PC: 0x0000000080000cfc, INSTR: 0x431eda93, REG x21: 0x0000000000000000
PC: 0x0000000080000d00, INSTR: 0x438bd213, REG x4: 0x0000000000000000
PC: 0x0000000080000d04, INSTR: 0x402e5713, REG x14: 0xffffffffffffffff
PC: 0x0000000080000d08, INSTR: 0x008ce9b3, REG x19: 0x000000008003a618
PC: 0x0000000080000d0c, INSTR: 0x429a5f93, REG x31: 0x0000000000000000
PC: 0x0000000080000d10, INSTR: 0x00f98a33, REG x20: 0x000000010008979f
PC: 0x0000000080000d14, INSTR: 0x4023db13, REG x22: 0x0000000000000000
PC: 0x0000000080000d18, INSTR: 0x0166b4b3, REG x9: 0x0000000000000000
PC: 0x0000000080000d1c, INSTR: 0x01c7c2b3, REG x5: 0xffffffff7ffb0e78
PC: 0x0000000080000d20, INSTR: 0x019545b3, REG x11: 0x0000000000000000
PC: 0x0000000080000d24, INSTR: 0xfffd8d93, REG x27: 0x0000000000000000
PC: 0x0000000080000d28, INSTR: 0xfd9d92e3
PC: 0x0000000080000d2c, INSTR: 0x0040006f
PC: 0x0000000080000d30, INSTR: 0x425dd813, REG x16: 0x0000000000000000
PC: 0x0000000080000d34, INSTR: 0x43885193, REG x3: 0x0000000000000000
PC: 0x0000000080000d38, INSTR: 0x40f45a93, REG x21: 0x0000000000010007
PC: 0x0000000080000d3c, INSTR: 0x41abde3b, REG x28: 0x0000000000000000
PC: 0x0000000080000d40, INSTR: 0x40fbd2bb, REG x5: 0x0000000000000000
PC: 0x0000000080000d44, INSTR: 0x01201a9b, REG x21: 0x0000000000000000
PC: 0x0000000080000d48, INSTR: 0x43175a13, REG x20: 0xffffffffffffffff
PC: 0x0000000080000d4c, INSTR: 0x411dd393, REG x7: 0x0000000000000000
PC: 0x0000000080000d50, INSTR: 0x40cb5c93, REG x25: 0x0000000000000000
PC: 0x0000000080000d54, INSTR: 0x42a35293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000d58, INSTR: 0x43bbd313, REG x6: 0x0000000000000000
PC: 0x0000000080000d5c, INSTR: 0x422c5993, REG x19: 0x0000000000000000
PC: 0x0000000080000d60, INSTR: 0x40cfd593, REG x11: 0x0000000000000000
PC: 0x0000000080000d64, INSTR: 0x100055b7, REG x11: 0x0000000010005000
PC: 0x0000000080000d68, INSTR: 0x00359593, REG x11: 0x0000000080028000
PC: 0x0000000080000d6c, INSTR: 0x80758593, REG x11: 0x0000000080027807
PC: 0x0000000080000d70, INSTR: 0xfc55a503, REG x10: 0x0000000000000000, MEM 0x00000000800277cc
PC: 0x0000000080000d74, INSTR: 0x00000413, REG x8: 0x0000000000000000
PC: 0x0000000080000d78, INSTR: 0x00400b13, REG x22: 0x0000000000000004
PC: 0x0000000080000d7c, INSTR: 0x0040006f
PC: 0x0000000080000d80, INSTR: 0x412e8633, REG x12: 0x00000000000004bc
PC: 0x0000000080000d84, INSTR: 0x40efdd93, REG x27: 0x0000000000000000
PC: 0x0000000080000d88, INSTR: 0x4182d993, REG x19: 0xffffffffffffffff
PC: 0x0000000080000d8c, INSTR: 0x00080d37, REG x26: 0x0000000000080000
PC: 0x0000000080000d90, INSTR: 0x03dd0d1b, REG x26: 0x000000000008003d
PC: 0x0000000080000d94, INSTR: 0x00cd1d13, REG x26: 0x000000008003d000
PC: 0x0000000080000d98, INSTR: 0x3bdd0d13, REG x26: 0x000000008003d3bd
PC: 0x0000000080000d9c, INSTR: 0xd63d3903, REG x18: 0x0000000000000000, MEM 0x000000008003d120
PC: 0x0000000080000da0, INSTR: 0x430c5293, REG x5: 0x0000000000000000
PC: 0x0000000080000da4, INSTR: 0x408a5813, REG x16: 0xffffffffffffffff
PC: 0x0000000080000da8, INSTR: 0x4229d293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000dac, INSTR: 0x00140413, REG x8: 0x0000000000000001
PC: 0x0000000080000db0, INSTR: 0xfd6448e3
PC: 0x0000000080000d80, INSTR: 0x412e8633, REG x12: 0x0000000000000000
PC: 0x0000000080000d84, INSTR: 0x40efdd93, REG x27: 0x0000000000000000
PC: 0x0000000080000d88, INSTR: 0x4182d993, REG x19: 0xffffffffffffffff
PC: 0x0000000080000d8c, INSTR: 0x00080d37, REG x26: 0x0000000000080000
PC: 0x0000000080000d90, INSTR: 0x03dd0d1b, REG x26: 0x000000000008003d
PC: 0x0000000080000d94, INSTR: 0x00cd1d13, REG x26: 0x000000008003d000
PC: 0x0000000080000d98, INSTR: 0x3bdd0d13, REG x26: 0x000000008003d3bd
PC: 0x0000000080000d9c, INSTR: 0xd63d3903, REG x18: 0x0000000000000000, MEM 0x000000008003d120
PC: 0x0000000080000da0, INSTR: 0x430c5293, REG x5: 0x0000000000000000
PC: 0x0000000080000da4, INSTR: 0x408a5813, REG x16: 0xffffffffffffffff
PC: 0x0000000080000da8, INSTR: 0x4229d293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000dac, INSTR: 0x00140413, REG x8: 0x0000000000000002
PC: 0x0000000080000db0, INSTR: 0xfd6448e3
PC: 0x0000000080000d80, INSTR: 0x412e8633, REG x12: 0x0000000000000000
PC: 0x0000000080000d84, INSTR: 0x40efdd93, REG x27: 0x0000000000000000
PC: 0x0000000080000d88, INSTR: 0x4182d993, REG x19: 0xffffffffffffffff
PC: 0x0000000080000d8c, INSTR: 0x00080d37, REG x26: 0x0000000000080000
PC: 0x0000000080000d90, INSTR: 0x03dd0d1b, REG x26: 0x000000000008003d
PC: 0x0000000080000d94, INSTR: 0x00cd1d13, REG x26: 0x000000008003d000
PC: 0x0000000080000d98, INSTR: 0x3bdd0d13, REG x26: 0x000000008003d3bd
PC: 0x0000000080000d9c, INSTR: 0xd63d3903, REG x18: 0x0000000000000000, MEM 0x000000008003d120
PC: 0x0000000080000da0, INSTR: 0x430c5293, REG x5: 0x0000000000000000
PC: 0x0000000080000da4, INSTR: 0x408a5813, REG x16: 0xffffffffffffffff
PC: 0x0000000080000da8, INSTR: 0x4229d293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000dac, INSTR: 0x00140413, REG x8: 0x0000000000000003
PC: 0x0000000080000db0, INSTR: 0xfd6448e3
PC: 0x0000000080000d80, INSTR: 0x412e8633, REG x12: 0x0000000000000000
PC: 0x0000000080000d84, INSTR: 0x40efdd93, REG x27: 0x0000000000000000
PC: 0x0000000080000d88, INSTR: 0x4182d993, REG x19: 0xffffffffffffffff
PC: 0x0000000080000d8c, INSTR: 0x00080d37, REG x26: 0x0000000000080000
PC: 0x0000000080000d90, INSTR: 0x03dd0d1b, REG x26: 0x000000000008003d
PC: 0x0000000080000d94, INSTR: 0x00cd1d13, REG x26: 0x000000008003d000
PC: 0x0000000080000d98, INSTR: 0x3bdd0d13, REG x26: 0x000000008003d3bd
PC: 0x0000000080000d9c, INSTR: 0xd63d3903, REG x18: 0x0000000000000000, MEM 0x000000008003d120
PC: 0x0000000080000da0, INSTR: 0x430c5293, REG x5: 0x0000000000000000
PC: 0x0000000080000da4, INSTR: 0x408a5813, REG x16: 0xffffffffffffffff
PC: 0x0000000080000da8, INSTR: 0x4229d293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000dac, INSTR: 0x00140413, REG x8: 0x0000000000000004
PC: 0x0000000080000db0, INSTR: 0xfd6448e3
PC: 0x0000000080000db4, INSTR: 0x0040006f
PC: 0x0000000080000db8, INSTR: 0x01481463
PC: 0x0000000080000dbc, INSTR: 0x0040006f
PC: 0x0000000080000dc0, INSTR: 0x43fc5c93, REG x25: 0x0000000000000000
PC: 0x0000000080000dc4, INSTR: 0x1400006f
PC: 0x0000000080000f04, INSTR: 0x40025eb7, REG x29: 0x0000000040025000
PC: 0x0000000080000f08, INSTR: 0xb7be8e9b, REG x29: 0x0000000040024b7b
PC: 0x0000000080000f0c, INSTR: 0x001e9e93, REG x29: 0x00000000800496f6
PC: 0x0000000080000f10, INSTR: 0xb8fe87a3, MEM 0x0000000080049285: 0x0000000000000087
PC: 0x0000000080000f14, INSTR: 0x43e05593, REG x11: 0x0000000000000000
PC: 0x0000000080000f18, INSTR: 0x406a54b3, REG x9: 0xffffffffffffffff
PC: 0x0000000080000f1c, INSTR: 0x42b6d493, REG x9: 0x0000000000000000
PC: 0x0000000080000f20, INSTR: 0xc45e9517, REG x10: 0x00000000445e9f20
PC: 0x0000000080000f24, INSTR: 0xad87e093, REG x1: 0xfffffffffffffbdf
PC: 0x0000000080000f28, INSTR: 0x43fed993, REG x19: 0x0000000000000000
PC: 0x0000000080000f2c, INSTR: 0x429ed013
PC: 0x0000000080000f30, INSTR: 0x427c5c93, REG x25: 0x0000000000000000
PC: 0x0000000080000f34, INSTR: 0xfddb2f93, REG x31: 0x0000000000000000
PC: 0x0000000080000f38, INSTR: 0x00080db7, REG x27: 0x0000000000080000
PC: 0x0000000080000f3c, INSTR: 0x03fd8d9b, REG x27: 0x000000000008003f
PC: 0x0000000080000f40, INSTR: 0x00cd9d93, REG x27: 0x000000008003f000
PC: 0x0000000080000f44, INSTR: 0x915d8d93, REG x27: 0x000000008003e915
PC: 0x0000000080000f48, INSTR: 0x98bde083, REG x1: 0x0000000000000000, MEM 0x000000008003e2a0
PC: 0x0000000080000f4c, INSTR: 0x40b05c93, REG x25: 0x0000000000000000
PC: 0x0000000080000f50, INSTR: 0x4176dd13, REG x26: 0x0000000000000000
PC: 0x0000000080000f54, INSTR: 0x415bd513, REG x10: 0x0000000000000000
PC: 0x0000000080000f58, INSTR: 0x01265a33, REG x20: 0x0000000000000000
PC: 0x0000000080000f5c, INSTR: 0x00000713, REG x14: 0x0000000000000000
PC: 0x0000000080000f60, INSTR: 0x00000c13, REG x24: 0x0000000000000000
PC: 0x0000000080000f64, INSTR: 0x0040006f
PC: 0x0000000080000f68, INSTR: 0x640c7293, REG x5: 0x0000000000000000
PC: 0x0000000080000f6c, INSTR: 0x41045913, REG x18: 0x0000000000000000
PC: 0x0000000080000f70, INSTR: 0x40024837, REG x16: 0x0000000040024000
PC: 0x0000000080000f74, INSTR: 0xa098081b, REG x16: 0x0000000040023a09
PC: 0x0000000080000f78, INSTR: 0x00181813, REG x16: 0x0000000080047412
PC: 0x0000000080000f7c, INSTR: 0x71c81f23, MEM 0x0000000080047b30: 0x0000000000000000
PC: 0x0000000080000f80, INSTR: 0x41eadd13, REG x26: 0x0000000000000000
PC: 0x0000000080000f84, INSTR: 0xd080809b, REG x1: 0xfffffffffffffd08
PC: 0x0000000080000f88, INSTR: 0x42095593, REG x11: 0x0000000000000000
PC: 0x0000000080000f8c, INSTR: 0x40f1d393, REG x7: 0x0000000000000000
PC: 0x0000000080000f90, INSTR: 0x00170713, REG x14: 0x0000000000000001
PC: 0x0000000080000f94, INSTR: 0x00275c13, REG x24: 0x0000000000000000
PC: 0x0000000080000f98, INSTR: 0x011ee463
PC: 0x0000000080000f9c, INSTR: 0x0040006f
PC: 0x0000000080000fa0, INSTR: 0x404fda93, REG x21: 0x0000000000000000
PC: 0x0000000080000fa4, INSTR: 0x41e75c93, REG x25: 0x0000000000000000
PC: 0x0000000080000fa8, INSTR: 0x4034d613, REG x12: 0x0000000000000000
PC: 0x0000000080000fac, INSTR: 0x42b6d913, REG x18: 0x0000000000000000
PC: 0x0000000080000fb0, INSTR: 0x008ab633, REG x12: 0x0000000000000001
PC: 0x0000000080000fb4, INSTR: 0x01229533, REG x10: 0x0000000000000000
PC: 0x0000000080000fb8, INSTR: 0x10007bb7, REG x23: 0x0000000010007000
PC: 0x0000000080000fbc, INSTR: 0x003b9b93, REG x23: 0x0000000080038000
PC: 0x0000000080000fc0, INSTR: 0x1dbb8b93, REG x23: 0x00000000800381db
PC: 0x0000000080000fc4, INSTR: 0xec3b9f03, REG x30: 0x0000000000000000, MEM 0x000000008003809e
PC: 0x0000000080000fc8, INSTR: 0x4001fe37, REG x28: 0x000000004001f000
PC: 0x0000000080000fcc, INSTR: 0x001e1e13, REG x28: 0x000000008003e000
PC: 0x0000000080000fd0, INSTR: 0x532e0e13, REG x28: 0x000000008003e532
PC: 0x0000000080000fd4, INSTR: 0xda2e0b83, REG x23: 0x0000000000000000, MEM 0x000000008003e2d4
PC: 0x0000000080000fd8, INSTR: 0x00080437, REG x8: 0x0000000000080000
PC: 0x0000000080000fdc, INSTR: 0x0214041b, REG x8: 0x0000000000080021
PC: 0x0000000080000fe0, INSTR: 0x00c41413, REG x8: 0x0000000080021000
PC: 0x0000000080000fe4, INSTR: 0x7c340413, REG x8: 0x00000000800217c3
PC: 0x0000000080000fe8, INSTR: 0xef344f03, REG x30: 0x0000000000000000, MEM 0x00000000800216b6
PC: 0x0000000080000fec, INSTR: 0x95c2861b, REG x12: 0xfffffffffffff95c
PC: 0x0000000080000ff0, INSTR: 0x02001fb7, REG x31: 0x0000000002001000
PC: 0x0000000080000ff4, INSTR: 0x006f9f93, REG x31: 0x0000000080040000
PC: 0x0000000080000ff8, INSTR: 0xf27f8f93, REG x31: 0x000000008003ff27
PC: 0x0000000080000ffc, INSTR: 0x7d6f8ba3, MEM 0x00000000800406fe: 0x0000000000000004
PC: 0x0000000080001000, INSTR: 0x40a45613, REG x12: 0x0000000000200085
PC: 0x0000000080001004, INSTR: 0x41dfdb13, REG x22: 0x0000000000000004
PC: 0x0000000080001008, INSTR: 0x42a25593, REG x11: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x008c5b3b, REG x22: 0x0000000000000000
PC: 0x0000000080001010, INSTR: 0x408fdabb, REG x21: 0xfffffffff0007fe4
PC: 0x0000000080001014, INSTR: 0x4086d813, REG x16: 0x0000000000000000
PC: 0x0000000080001018, INSTR: 0xf40c08e3
PC: 0x0000000080000f68, INSTR: 0x640c7293, REG x5: 0x0000000000000000
PC: 0x0000000080000f6c, INSTR: 0x41045913, REG x18: 0x0000000000008002
PC: 0x0000000080000f70, INSTR: 0x40024837, REG x16: 0x0000000040024000
